S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ACEDBL,-,160,165,163,165,164.01,"1,306",160,"214,194",3,5.00,2.00,3.13,1.23,0.60,0.00,0.00
2,ADBL,-,132,134,134,134,134.00,183,132,"24,522",5,2.00,0.00,1.52,0.00,0.00,0.00,0.00
3,ALICL,-,234,242,234,242,238.50,"6,780",234,"1,617,000",9,8.00,8.00,3.42,3.42,1.45,0.00,0.00
4,BOK,-,634,691,646,691,682.43,"1,991",634,"1,358,728",13,57.00,45.00,8.99,6.97,1.24,0.00,0.00
5,BSBL,-,150,153,153,153,153.00,110,150,"16,830",3,3.00,0.00,2.00,0.00,0.00,0.00,0.00
6,CDBL,-,159,168,162,168,163.50,60,159,"9,810",5,9.00,6.00,5.66,3.70,2.68,0.00,0.00
7,CHCL,-,786,833,801,833,823.35,126,786,"103,742",4,47.00,32.00,5.98,4.00,1.16,0.00,0.00
8,CMBSL,-,129,135,135,135,135.00,10,129,"1,350",1,6.00,0.00,4.65,0.00,0.00,0.00,0.00
9,CZBIL,-,283,308,288,308,297.44,"5,243",283,"1,559,464",19,25.00,20.00,8.83,6.94,3.43,0.00,0.00
10,EBL,-,999,1058,1018,1058,"1,038.15","3,386",999,"3,515,188",6,59.00,40.00,5.91,3.93,1.88,0.00,0.00
11,GBBL,-,179,182,182,182,182.00,50,179,"9,100",1,3.00,0.00,1.68,0.00,0.00,0.00,0.00
12,GLICL,-,106,110,108,110,108.07,300,106,"32,420",5,4.00,2.00,3.77,1.85,1.76,0.00,0.00
13,GRAND,-,246,270,250,270,269.48,"2,125",246,"572,650",14,24.00,20.00,9.76,8.00,0.19,0.00,0.00
14,HBL,-,748,822,762,822,802.83,709,748,"569,208",9,74.00,60.00,9.89,7.87,2.33,0.00,0.00
15,JBBL,-,108,112,110,112,110.05,380,108,"41,820",8,4.00,2.00,3.70,1.82,1.74,0.00,0.00
16,JFL,-,214,224,224,224,224.00,10,214,"2,240",1,10.00,0.00,4.67,0.00,0.00,0.00,0.00
17,KBL,-,267,282,272,282,272.74,"6,585",267,"1,795,992",5,15.00,10.00,5.62,3.68,3.28,0.00,0.00
18,KIST,-,163,172,166,166,166.22,"13,740",163,"2,283,860",14,3.00,6.00,1.84,3.61,-0.13,0.00,0.00
19,KMBL,-,134,136,136,136,136.00,100,134,"13,600",4,2.00,0.00,1.49,0.00,0.00,0.00,0.00
20,LBL,-,393,434,400,430,422.63,"21,403",393,"9,045,502",42,37.00,34.00,9.41,8.50,1.71,0.00,0.00
21,LGIL,-,91,95,95,95,95.00,10,91,950,1,4.00,0.00,4.40,0.00,0.00,0.00,0.00
22,LICN,-,765,780,780,780,780.00,100,765,"78,000",1,15.00,0.00,1.96,0.00,0.00,0.00,0.00
23,LUBL,-,271,292,276,292,288.07,"4,641",271,"1,336,931",11,21.00,16.00,7.75,5.80,1.35,0.00,0.00
24,MDB,-,114,122,116,122,119.00,40,114,"4,760",4,8.00,6.00,7.02,5.17,2.46,0.00,0.00
25,MKDBL,-,91,92,92,92,92.00,60,91,"5,520",2,1.00,0.00,1.10,0.00,0.00,0.00,0.00
26,MNBBL,-,280,285,285,285,285.00,30,280,"8,550",1,5.00,0.00,1.79,0.00,0.00,0.00,0.00
27,NABIL,-,1386,1524,1413,1524,"1,484.26","1,302",1386,"1,932,502",10,138.00,111.00,9.96,7.86,2.61,0.00,0.00
28,NBB,-,159,174,162,172,167.88,"7,335",159,"1,231,410",14,13.00,12.00,8.18,7.41,2.39,0.00,0.00
29,NCM,-,173,176,176,176,176.00,"4,051",173,"712,976",3,3.00,0.00,1.73,0.00,0.00,0.00,0.00
30,NDEP,-,110,112,112,112,112.00,"9,919",110,"1,110,928",1,2.00,0.00,1.82,0.00,0.00,0.00,0.00
31,NHPC,-,77,84,80,84,80.34,"14,380",77,"1,155,320",7,7.00,4.00,9.09,5.00,4.35,0.00,0.00
