S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ACEDBL,-,125,127,125,127,126.06,742,125,"93,533",4,2.00,2.00,1.60,1.60,0.74,0.00,0.00
2,ADBL,-,261,262,257,260,260.34,"4,532",261,"1,179,857",53,-1.00,5.00,-0.38,1.95,-0.13,0.00,0.00
3,AHPC,-,329,328,318,321,321.13,"1,998",329,"641,611",11,-8.00,10.00,-2.43,3.14,-0.04,0.00,0.00
4,ALDBL,-,101,99,98,98,98.33,30,101,"2,950",2,-3.00,1.00,-2.97,1.02,-0.34,0.00,0.00
5,BBC,-,1758,1793,1793,1793,"1,793.00",500,1758,"896,500",1,35.00,0.00,1.99,0.00,0.00,0.00,0.00
6,BHBL,-,103,103,103,103,103.00,240,103,"24,720",4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7,BOK,-,683,683,672,672,675.00,"5,438",683,"3,670,672",44,-11.00,11.00,-1.61,1.64,-0.45,0.00,0.00
8,BPCL,-,784,790,790,790,790.00,55,784,"43,450",1,6.00,0.00,0.77,0.00,0.00,0.00,0.00
9,BSBL,-,137,138,137,138,137.47,510,137,"70,110",7,1.00,1.00,0.73,0.73,0.38,0.00,0.00
10,BUDBL,-,101,102,100,101,100.80,"1,091",101,"109,970",5,0.00,2.00,0.00,2.00,0.20,0.00,0.00
11,CBBL,-,400,407,407,407,407.00,12,400,"4,884",1,7.00,0.00,1.75,0.00,0.00,0.00,0.00
12,CDBL,-,169,168,167,167,167.57,445,169,"74,568",15,-2.00,1.00,-1.18,0.60,-0.34,0.00,0.00
13,CEDBL,-,165,172,167,168,168.08,"1,162",165,"195,308",12,3.00,5.00,1.82,2.99,-0.05,0.00,0.00
14,CHCL,-,1112,1116,1095,1095,"1,101.02","1,718",1112,"1,891,548",25,-17.00,21.00,-1.53,1.92,-0.55,0.00,0.00
15,CIT,-,1433,1461,1449,1449,"1,449.71",170,1433,"246,450",5,16.00,12.00,1.12,0.83,-0.05,0.00,0.00
16,CNDBL,-,69,70,69,69,69.63,410,69,"28,550",11,0.00,1.00,0.00,1.45,-0.92,0.00,0.00
