S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ACEDBL,-,118,120,117,119,118.06,"2,010",118,"237,304",6,1.00,3.00,0.85,2.56,0.79,0.00,0.00
2,ADBL,-,250,252,249,250,250.76,"9,283",250,"2,327,783",49,0.00,3.00,0.00,1.20,-0.30,0.00,0.00
3,AHPC,-,314,311,301,305,305.74,"3,170",314,"969,209",15,-9.00,10.00,-2.87,3.32,-0.24,0.00,0.00
4,ALDBL,-,99,98,98,98,98.00,10,99,980,1,-1.00,0.00,-1.01,0.00,0.00,0.00,0.00
5,BOK,-,709,714,705,713,709.94,"10,893",709,"7,733,372",55,4.00,9.00,0.56,1.28,0.43,0.00,0.00
6,BUDBL,-,98,99,99,99,99.00,"1,828",98,"180,972",2,1.00,0.00,1.02,0.00,0.00,0.00,0.00
7,CDBL,-,170,170,169,170,169.91,564,170,"95,828",8,0.00,1.00,0.00,0.59,0.05,0.00,0.00
8,CEDBL,-,165,165,158,158,160.26,"2,086",165,"334,298",6,-7.00,7.00,-4.24,4.43,-1.43,0.00,0.00
9,CHCL,-,1162,1183,1157,1183,"1,162.93","3,196",1162,"3,716,726",36,21.00,26.00,1.81,2.25,1.70,0.00,0.00
10,CIT,-,1394,1400,1394,1400,"1,397.12",312,1394,"435,900",7,6.00,6.00,0.43,0.43,0.21,0.00,0.00
11,CNDBL,-,64,63,62,62,62.81,320,64,"20,100",8,-2.00,1.00,-3.13,1.61,-1.31,0.00,0.00
12,CZBIL,-,285,291,283,290,287.00,"3,081",285,"884,259",22,5.00,8.00,1.75,2.83,1.03,0.00,0.00
13,EBL,-,1591,1599,1580,1599,"1,588.51","2,037",1591,"3,235,802",17,8.00,19.00,0.50,1.20,0.66,0.00,0.00
14,EBLCP,-,786,801,800,801,800.50,48,786,"38,424",2,15.00,1.00,1.91,0.13,0.06,0.00,0.00
15,GBBL,-,180,180,177,180,178.71,490,180,"87,570",7,0.00,3.00,0.00,1.69,0.71,0.00,0.00
16,GBIME,-,484,490,479,488,485.93,"22,055",484,"10,717,234",78,4.00,11.00,0.83,2.30,0.42,0.00,0.00
17,GDBL,-,151,154,154,154,154.00,10,151,"1,540",1,3.00,0.00,1.99,0.00,0.00,0.00,0.00
18,GLICL,-,144,145,145,145,145.00,50,144,"7,250",1,1.00,0.00,0.69,0.00,0.00,0.00,0.00
19,GRAND,-,208,210,200,208,203.95,"27,051",208,"5,517,036",114,0.00,10.00,0.00,5.00,1.95,0.00,0.00
20,GSDBL,-,80,80,79,79,79.25,44,80,"3,487",4,-1.00,1.00,-1.25,1.27,-0.32,0.00,0.00
21,GULMI,-,133,136,135,136,135.40,35,133,"4,739",2,3.00,1.00,2.26,0.74,0.44,0.00,0.00
22,HBL,-,819,820,800,820,807.14,"1,935",819,"1,561,815",22,1.00,20.00,0.12,2.50,1.57,0.00,0.00
23,ICFC,-,130,128,128,128,128.00,"1,545",130,"197,760",4,-2.00,0.00,-1.54,0.00,0.00,0.00,0.00
24,IDBL,-,78,82,79,82,81.08,550,78,"44,596",5,4.00,3.00,5.13,3.80,1.12,0.00,0.00
25,ILFC,-,125,131,124,125,125.48,"32,958",125,"4,135,543",82,0.00,7.00,0.00,5.65,-0.38,0.00,0.00
26,JBBL,-,81,83,80,83,81.45,"2,430",81,"197,920",16,2.00,3.00,2.47,3.75,1.87,0.00,0.00
27,JBNL,-,194,193,180,183,182.69,"22,777",194,"4,161,174",84,-11.00,13.00,-5.67,7.22,0.17,0.00,0.00
28,KBL,-,281,286,276,286,282.44,"1,002",281,"283,006",7,5.00,10.00,1.78,3.62,1.24,0.00,0.00
29,KDBL,-,79,84,80,83,81.32,"1,084",79,"88,155",19,4.00,4.00,5.06,5.00,2.02,0.00,0.00
30,KIST,-,135,136,133,135,133.98,"16,165",135,"2,165,745",23,0.00,3.00,0.00,2.26,0.76,0.00,0.00
31,KKBL,-,160,157,144,144,144.46,"4,592",160,"663,362",19,-16.00,13.00,-10.00,9.03,-0.32,0.00,0.00
32,KMBL,-,125,127,127,127,127.00,30,125,"3,810",2,2.00,0.00,1.60,0.00,0.00,0.00,0.00
33,KNBL,-,87,86,86,86,86.00,50,87,"4,300",2,-1.00,0.00,-1.15,0.00,0.00,0.00,0.00
34,LICN,-,960,979,979,979,979.00,10,960,"9,790",1,19.00,0.00,1.98,0.00,0.00,0.00,0.00
35,LUBL,-,270,265,251,255,256.14,"2,434",270,"623,448",9,-15.00,14.00,-5.56,5.58,-0.45,0.00,0.00
36,MBL,-,235,237,231,235,233.80,"9,052",235,"2,116,392",17,0.00,6.00,0.00,2.60,0.51,0.00,0.00
37,MDB,-,135,137,137,137,137.00,30,135,"4,110",1,2.00,0.00,1.48,0.00,0.00,0.00,0.00
38,METRO,-,130,128,128,128,128.00,101,130,"12,928",2,-2.00,0.00,-1.54,0.00,0.00,0.00,0.00
39,MKDBL,-,77,78,78,78,78.00,800,77,"62,400",30,1.00,0.00,1.30,0.00,0.00,0.00,0.00
40,MNBBL,-,288,290,287,290,288.71,700,288,"202,100",3,2.00,3.00,0.69,1.05,0.44,0.00,0.00
41,NABIL,-,1870,1889,1868,1888,"1,873.05","1,426",1870,"2,670,976",13,18.00,21.00,0.96,1.12,0.79,0.00,0.00
42,NABILP,-,1170,1170,1170,1170,"1,170.00",588,1170,"687,960",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
43,NBB,-,328,347,326,345,337.24,"76,945",328,"25,948,975",174,17.00,21.00,5.18,6.44,2.25,0.00,0.00
44,NBL,-,687,702,685,686,687.95,"1,121",687,"771,191",11,-1.00,17.00,-0.15,2.48,-0.28,0.00,0.00
45,NCCB,-,208,228,208,228,214.68,"14,870",208,"3,192,350",47,20.00,20.00,9.62,9.62,5.84,0.00,0.00
46,NGBL,-,131,133,133,133,133.00,20,131,"2,660",1,2.00,0.00,1.53,0.00,0.00,0.00,0.00
47,NIB,-,811,813,805,811,809.91,"3,376",811,"2,734,243",19,0.00,8.00,0.00,0.99,0.13,0.00,0.00
48,NIL,-,119,117,117,117,117.00,20,119,"2,340",1,-2.00,0.00,-1.68,0.00,0.00,0.00,0.00
49,NLIC,-,2000,2010,2000,2010,"2,004.74","1,153",2000,"2,311,470",12,10.00,10.00,0.50,0.50,0.26,0.00,0.00
50,NLICL,-,657,710,661,710,680.16,"2,492",657,"1,694,958",20,53.00,49.00,8.07,7.41,4.20,0.00,0.00
51,NMB,-,284,285,280,282,282.67,"5,814",284,"1,643,450",23,-2.00,5.00,-0.70,1.79,-0.24,0.00,0.00
52,NTC,-,650,648,646,646,646.37,"1,900",650,"1,228,100",6,-4.00,2.00,-0.62,0.31,-0.06,0.00,0.00
53,PCBL,-,326,335,322,334,329.35,"10,867",326,"3,579,098",39,8.00,13.00,2.45,4.04,1.39,0.00,0.00
54,PLIC,-,288,293,289,293,290.59,818,288,"237,700",9,5.00,4.00,1.74,1.38,0.82,0.00,0.00
55,PRFL,-,138,138,134,134,135.59,"1,176",138,"159,450",6,-4.00,4.00,-2.90,2.99,-1.18,0.00,0.00
56,RIBSL,-,132,130,128,128,129.89,528,132,"68,580",2,-4.00,2.00,-3.03,1.56,-1.47,0.00,0.00
57,SANIMA,-,283,288,280,285,283.02,"11,138",283,"3,152,287",36,2.00,8.00,0.71,2.86,0.69,0.00,0.00
58,SBI,-,837,880,840,874,866.25,986,837,"854,126",12,37.00,40.00,4.42,4.76,0.89,0.00,0.00
59,SBL,-,318,318,310,318,313.65,"2,167",318,"679,688",16,0.00,8.00,0.00,2.58,1.37,0.00,0.00
60,SCB,-,1930,1940,1915,1938,"1,930.39","1,573",1930,"3,036,505",15,8.00,25.00,0.41,1.31,0.39,0.00,0.00
61,SHL,-,286,281,276,276,278.00,300,286,"83,400",3,-10.00,5.00,-3.50,1.81,-0.72,0.00,0.00
62,SIC,-,1008,1020,995,1020,"1,005.75",534,1008,"537,068",14,12.00,25.00,1.19,2.51,1.40,0.00,0.00
63,SICL,-,531,521,515,515,520.14,70,531,"36,410",2,-16.00,6.00,-3.01,1.17,-1.00,0.00,0.00
64,SIGS1,-,13,13,12,12,11.96,"47,100",13,"563,217",27,-1.00,1.00,-7.69,8.33,0.35,0.00,0.00
65,SLFL,-,76,75,74,74,74.67,60,76,"4,480",3,-2.00,1.00,-2.63,1.35,-0.90,0.00,0.00
66,SLICL,-,160,166,163,166,164.88,80,160,"13,190",2,6.00,3.00,3.75,1.84,0.68,0.00,0.00
67,SODBL,-,60,60,60,60,60.00,"23,000",60,"1,380,000",7,0.00,0.00,0.00,0.00,0.00,0.00,0.00
68,SRBL,-,235,238,232,235,234.47,"1,366",235,"320,280",16,0.00,6.00,0.00,2.59,0.23,0.00,0.00
69,SUBBL,-,106,104,102,103,102.95,311,106,"32,017",7,-3.00,2.00,-2.83,1.96,0.05,0.00,0.00
70,SUPRME,-,71,73,69,69,70.35,530,71,"37,285",22,-2.00,4.00,-2.82,5.80,-1.96,0.00,0.00
71,SWBBL,-,340,334,334,334,334.00,100,340,"33,400",1,-6.00,0.00,-1.76,0.00,0.00,0.00,0.00
72,TBBL,-,142,140,136,138,137.61,527,142,"72,518",7,-4.00,4.00,-2.82,2.94,0.29,0.00,0.00
73,TRH,-,101,100,100,100,100.00,110,101,"11,000",2,-1.00,0.00,-0.99,0.00,0.00,0.00,0.00
74,UFIL,-,89,90,88,90,89.01,910,89,"81,000",23,1.00,2.00,1.12,2.27,1.10,0.00,0.00
75,VBBL,-,80,81,79,80,80.14,"2,039",80,"163,410",21,0.00,2.00,0.00,2.53,-0.18,0.00,0.00
76,YFL,-,142,142,141,141,141.97,620,142,"88,020",2,-1.00,1.00,-0.70,0.71,-0.69,0.00,0.00
77,ZFL,-,93,94,94,94,94.00,42,93,"3,948",1,1.00,0.00,1.08,0.00,0.00,0.00,0.00
