S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,464,465,456,464,461.34,"3,374",464,"1,556,568",18,0.00,9.00,0.00,1.97,0.57,0.00,0.00
2,AHPC,-,348,354,342,348,347.68,"3,972",348,"1,380,967",16,0.00,12.00,0.00,3.51,0.09,0.00,0.00
3,AIC,-,405,403,395,403,398.01,344,405,"136,917",4,-2.00,8.00,-0.49,2.03,1.24,0.00,0.00
4,ALDBL,-,335,335,329,329,331.40,50,335,"16,570",2,-6.00,6.00,-1.79,1.82,-0.73,0.00,0.00
5,ALICL,-,1250,1275,1230,1275,"1,240.96","3,296",1250,"4,090,213",18,25.00,45.00,2.00,3.66,2.67,0.00,0.00
6,APEX,-,133,131,123,128,125.75,"5,235",133,"658,276",24,-5.00,8.00,-3.76,6.50,1.76,0.00,0.00
7,ARDBL,-,192,207,184,207,201.07,"4,285",192,"861,584",23,15.00,23.00,7.81,12.50,2.86,0.00,0.00
8,BGDBL,-,174,180,177,180,179.54,130,174,"23,340",2,6.00,3.00,3.45,1.69,0.26,0.00,0.00
9,BHBL,-,298,294,294,294,294.00,500,298,"147,000",1,-4.00,0.00,-1.34,0.00,0.00,0.00,0.00
10,BPCL,-,600,635,612,635,624.24,67,600,"41,824",3,35.00,23.00,5.83,3.76,1.69,0.00,0.00
11,BUDBL,-,230,231,226,231,229.81,980,230,"225,214",3,1.00,5.00,0.43,2.21,0.52,0.00,0.00
12,CBBL,-,1559,1565,1498,1545,"1,544.28","1,939",1559,"2,994,354",15,-14.00,67.00,-0.90,4.47,0.05,0.00,0.00
13,CBL,-,296,297,291,294,293.81,"14,906",296,"4,379,508",40,-2.00,6.00,-0.68,2.06,0.07,0.00,0.00
14,CCBL,-,324,320,316,318,318.78,"4,757",324,"1,516,420",42,-6.00,4.00,-1.85,1.27,-0.24,0.00,0.00
15,CDBL,-,365,358,345,345,350.04,"4,624",365,"1,618,594",25,-20.00,13.00,-5.48,3.77,-1.46,0.00,0.00
16,CFCL,-,188,194,182,194,188.58,"5,200",188,"980,631",16,6.00,12.00,3.19,6.59,2.79,0.00,0.00
17,CHCL,-,1601,1625,1600,1610,"1,612.14","4,938",1601,"7,960,759",47,9.00,25.00,0.56,1.56,-0.13,0.00,0.00
18,CIT,-,3680,3712,3638,3638,"3,650.87",747,3680,"2,727,201",10,-42.00,74.00,-1.14,2.03,-0.35,0.00,0.00
19,CNDBL,-,179,181,173,181,177.10,780,179,"138,140",30,2.00,8.00,1.12,4.62,2.15,0.00,0.00
20,CSDBL,-,290,285,275,285,282.72,"2,343",290,"662,420",27,-5.00,10.00,-1.72,3.64,0.80,0.00,0.00
21,CZBIL,-,453,462,445,457,454.43,"5,715",453,"2,597,093",33,4.00,17.00,0.88,3.82,0.56,0.00,0.00
22,DDBL,-,1294,1289,1250,1267,"1,260.95",598,1294,"754,048",5,-27.00,39.00,-2.09,3.12,0.48,0.00,0.00
23,EBL,-,2125,2110,2085,2105,"2,102.42","6,051",2125,"12,721,770",34,-20.00,25.00,-0.94,1.20,0.12,0.00,0.00
24,EIC,-,950,969,950,969,959.50,66,950,"63,327",2,19.00,19.00,2.00,2.00,0.98,0.00,0.00
25,EKBL,-,284,282,269,282,276.12,"3,937",284,"1,087,080",21,-2.00,13.00,-0.70,4.83,2.09,0.00,0.00
26,GBBL,-,333,348,321,348,343.04,"4,191",333,"1,437,678",11,15.00,27.00,4.50,8.41,1.43,0.00,0.00
27,GBIME,-,466,465,453,464,460.83,"8,959",466,"4,128,564",53,-2.00,12.00,-0.43,2.65,0.68,0.00,0.00
28,GLICL,-,555,554,547,554,549.95,"2,077",555,"1,142,244",6,-1.00,7.00,-0.18,1.28,0.73,0.00,0.00
29,GMFIL,-,280,275,270,275,273.33,600,280,"164,000",3,-5.00,5.00,-1.79,1.85,0.61,0.00,0.00
30,HAMA,-,158,162,152,162,155.78,"1,290",158,"200,960",24,4.00,10.00,2.53,6.58,3.84,0.00,0.00
31,HBL,-,906,906,899,900,901.24,"3,205",906,"2,888,486",13,-6.00,7.00,-0.66,0.78,-0.14,0.00,0.00
32,ICFC,-,280,285,280,285,282.13,235,280,"66,300",3,5.00,5.00,1.79,1.79,1.01,0.00,0.00
33,IDBL,-,182,186,176,186,180.38,"2,121",182,"382,589",40,4.00,10.00,2.20,5.68,3.02,0.00,0.00
34,INDBL,-,218,227,221,226,224.62,"8,231",218,"1,848,822",18,8.00,6.00,3.67,2.71,0.61,0.00,0.00
35,JBBL,-,182,184,176,184,179.50,"1,290",182,"231,550",13,2.00,8.00,1.10,4.55,2.45,0.00,0.00
36,JBNL,-,272,275,267,274,270.35,"3,133",272,"847,001",15,2.00,8.00,0.74,3.00,1.33,0.00,0.00
37,KAFIL,-,238,235,230,234,231.39,211,238,"48,824",5,-4.00,5.00,-1.68,2.17,1.11,0.00,0.00
38,KBBL,-,395,394,384,391,385.77,"2,968",395,"1,144,980",8,-4.00,10.00,-1.01,2.60,1.34,0.00,0.00
39,KBL,-,394,395,387,393,392.30,"10,737",394,"4,212,119",27,-1.00,8.00,-0.25,2.07,0.18,0.00,0.00
40,KCDBL,-,270,285,248,251,261.97,"4,990",270,"1,307,234",57,-19.00,37.00,-7.04,14.92,-4.37,0.00,0.00
41,KDBL,-,137,142,137,140,139.99,"5,984",137,"837,706",29,3.00,5.00,2.19,3.65,0.01,0.00,0.00
42,KEBL,-,613,601,589,589,592.46,694,613,"411,166",2,-24.00,12.00,-3.92,2.04,-0.59,0.00,0.00
43,KMCDB,-,1065,1050,1026,1045,"1,034.53","5,029",1065,"5,202,639",15,-20.00,24.00,-1.88,2.34,1.00,0.00,0.00
44,KNBL,-,284,285,284,285,284.77,239,284,"68,061",2,1.00,1.00,0.35,0.35,0.08,0.00,0.00
45,KRBL,-,300,324,297,320,309.66,"9,960",300,"3,084,200",52,20.00,27.00,6.67,9.09,3.23,0.00,0.00
46,LBL,-,515,530,508,530,513.96,"2,537",515,"1,303,912",11,15.00,22.00,2.91,4.33,3.03,0.00,0.00
47,LFLC,-,240,236,232,236,233.72,451,240,"105,408",6,-4.00,4.00,-1.67,1.72,0.97,0.00,0.00
48,,-,101,123,123,123,123.00,"5,900",101,"725,700",1,22.00,0.00,21.78,0.00,0.00,0.00,0.00
49,LGIL,-,406,376,376,376,376.00,10,406,"3,760",1,-30.00,0.00,-7.39,0.00,0.00,0.00,0.00
50,LLBS,-,897,950,864,950,892.52,"2,947",897,"2,630,250",78,53.00,86.00,5.91,9.95,6.05,0.00,0.00
51,LUBL,-,355,360,353,359,357.27,"3,411",355,"1,218,635",15,4.00,7.00,1.13,1.98,0.48,0.00,0.00
52,MBBL,-,214,214,206,206,207.80,"5,337",214,"1,109,030",13,-8.00,8.00,-3.74,3.88,-0.87,0.00,0.00
53,MBL,-,553,560,543,555,551.91,"14,389",553,"7,941,465",39,2.00,17.00,0.36,3.13,0.56,0.00,0.00
54,MDB,-,488,497,497,497,497.00,129,488,"64,113",1,9.00,0.00,1.84,0.00,0.00,0.00,0.00
55,MDBL,-,216,229,212,225,220.30,"8,870",216,"1,954,096",30,9.00,17.00,4.17,8.02,2.09,0.00,0.00
56,METRO,-,339,351,345,346,346.55,"1,335",339,"462,645",7,7.00,6.00,2.06,1.74,-0.16,0.00,0.00
57,,-,701,687,662,662,677.11,675,701,"457,046",6,-39.00,25.00,-5.56,3.78,-2.28,0.00,0.00
58,MNBBL,-,563,596,574,596,593.70,230,563,"136,550",4,33.00,22.00,5.86,3.83,0.39,0.00,0.00
59,MPFL,-,151,149,146,146,147.31,510,151,"75,130",5,-5.00,3.00,-3.31,2.05,-0.90,0.00,0.00
60,NABIL,-,1947,1940,1905,1939,"1,924.16","3,583",1947,"6,894,274",12,-8.00,35.00,-0.41,1.84,0.77,0.00,0.00
61,NABILP,-,1346,1365,1345,1365,"1,360.56",450,1346,"612,250",3,19.00,20.00,1.41,1.49,0.33,0.00,0.00
62,NBB,-,517,524,509,519,515.07,"18,509",517,"9,533,344",39,2.00,15.00,0.39,2.95,0.76,0.00,0.00
63,,-,2131,2089,2035,2035,"2,045.24",72,2131,"147,257",3,-96.00,54.00,-4.50,2.65,-0.50,0.00,0.00
64,NBF1,-,13,13,13,13,13.35,"49,451",13,"660,093",11,0.00,0.00,0.00,0.00,-2.68,0.00,0.00
65,NBL,-,325,328,314,322,320.86,"27,681",325,"8,881,723",64,-3.00,14.00,-0.92,4.46,0.35,0.00,0.00
66,NCCB,-,618,631,614,631,622.89,"1,775",618,"1,105,626",11,13.00,17.00,2.10,2.77,1.29,0.00,0.00
67,,-,252,255,251,255,253.29,703,252,"178,063",13,3.00,4.00,1.19,1.59,0.67,0.00,0.00
68,NCM,-,216,212,208,208,210.72,147,216,"30,976",2,-8.00,4.00,-3.70,1.92,-1.31,0.00,0.00
69,NGBL,-,329,325,319,323,322.68,"3,792",329,"1,223,600",10,-6.00,6.00,-1.82,1.88,0.10,0.00,0.00
70,NHPC,-,121,124,121,121,122.08,"12,631",121,"1,541,991",16,0.00,3.00,0.00,2.48,-0.89,0.00,0.00
71,NIB,-,739,739,725,734,731.11,"3,181",739,"2,325,654",16,-5.00,14.00,-0.68,1.93,0.39,0.00,0.00
72,NIBPO,-,492,490,485,485,487.08,"6,642",492,"3,235,210",17,-7.00,5.00,-1.42,1.03,-0.43,0.00,0.00
73,NIBSF1,-,11,11,10,11,10.61,"26,500",11,"281,125",7,0.00,1.00,0.00,10.00,3.56,0.00,0.00
74,NICA,-,663,667,658,662,662.10,"2,591",663,"1,715,492",16,-1.00,9.00,-0.15,1.37,-0.01,0.00,0.00
75,NICL,-,401,399,393,393,398.35,"4,537",401,"1,807,299",5,-8.00,6.00,-2.00,1.53,-1.36,0.00,0.00
76,NIL,-,608,614,614,614,614.00,150,608,"92,100",1,6.00,0.00,0.99,0.00,0.00,0.00,0.00
77,NLBBL,-,1240,1241,1216,1240,"1,233.83","1,259",1240,"1,553,390",11,0.00,25.00,0.00,2.06,0.50,0.00,0.00
78,NLG,-,690,690,680,685,689.27,334,690,"230,215",6,-5.00,10.00,-0.72,1.47,-0.62,0.00,0.00
79,NLIC,-,4685,4700,4685,4685,"4,693.20","1,779",4685,"8,349,200",19,0.00,15.00,0.00,0.32,-0.17,0.00,0.00
80,,-,2510,2535,2480,2525,"2,514.49","3,877",2510,"9,748,685",20,15.00,55.00,0.60,2.22,0.42,0.00,0.00
81,NMBSF1,-,10,11,10,11,10.45,"20,619",10,"215,469",4,0.00,1.00,0.00,10.00,5.00,0.00,0.00
82,,-,945,948,909,930,935.65,510,945,"477,180",9,-15.00,39.00,-1.59,4.29,-0.61,0.00,0.00
83,NTC,-,632,633,620,633,629.83,"2,375",632,"1,495,835",17,1.00,13.00,0.16,2.10,0.50,0.00,0.00
84,NUBL,-,1323,1332,1272,1332,"1,287.19","1,357",1323,"1,746,715",7,9.00,60.00,0.68,4.72,3.36,0.00,0.00
85,OHL,-,720,720,706,710,714.69,"3,280",720,"2,344,170",8,-10.00,14.00,-1.39,1.98,-0.66,0.00,0.00
86,PADBL,-,408,400,400,400,400.00,90,408,"36,000",1,-8.00,0.00,-1.96,0.00,0.00,0.00,0.00
87,PCBL,-,457,464,448,464,454.38,"7,936",457,"3,605,926",32,7.00,16.00,1.53,3.57,2.07,0.00,0.00
88,PFCLL,-,112,110,104,110,107.78,656,112,"70,704",9,-2.00,6.00,-1.79,5.77,2.02,0.00,0.00
89,PIC,-,1009,990,989,990,989.51,364,1009,"360,180",3,-19.00,1.00,-1.88,0.10,0.05,0.00,0.00
90,PLIC,-,1100,1120,1100,1120,"1,112.31","1,057",1100,"1,175,715",13,20.00,20.00,1.82,1.82,0.69,0.00,0.00
91,PRDBL,-,193,190,181,181,182.65,890,193,"162,560",15,-12.00,9.00,-6.22,4.97,-0.91,0.00,0.00
92,PROFL,-,176,179,176,179,176.11,"2,180",176,"383,920",8,3.00,3.00,1.70,1.70,1.61,0.00,0.00
