S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,365,397,370,397,383.86,"1,215",365,"466,395",7,32.00,27.00,8.77,7.30,3.31,0.00,0.00
2,AHPC,-,290,295,272,275,278.90,"15,445",290,"4,307,631",61,-15.00,23.00,-5.17,8.46,-1.42,0.00,0.00
3,ALICL,-,889,872,822,822,855.39,85,889,"72,708",4,-67.00,50.00,-7.54,6.08,-4.06,0.00,0.00
4,BHBL,-,243,242,237,237,238.56,"4,050",243,"966,150",10,-6.00,5.00,-2.47,2.11,-0.66,0.00,0.00
5,BOK,-,424,466,432,460,454.71,"20,234",424,"9,200,511",70,36.00,34.00,8.49,7.87,1.15,0.00,0.00
6,BUDBL,-,189,186,171,171,178.33,270,189,"48,150",6,-18.00,15.00,-9.52,8.77,-4.29,0.00,0.00
7,BUDBLP,-,105,105,105,105,105.00,"8,760",105,"919,800",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8,CCBL,-,277,285,258,260,269.48,"12,872",277,"3,468,684",71,-17.00,27.00,-6.14,10.47,-3.64,0.00,0.00
9,CFCL,-,155,169,152,163,160.82,"2,079",155,"334,344",9,8.00,17.00,5.16,11.18,1.34,0.00,0.00
10,CHCL,-,1291,1349,1170,1244,"1,268.63","14,190",1291,"18,001,915",139,-47.00,179.00,-3.64,15.30,-1.98,0.00,0.00
11,CZBIL,-,447,439,403,403,410.59,782,447,"321,082",10,-44.00,36.00,-9.84,8.93,-1.88,0.00,0.00
12,CZBILP,-,139,139,139,139,139.00,"119,595",139,"16,623,705",6,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13,EBL,-,1728,1793,1600,1735,"1,727.30","9,394",1728,"16,226,216",102,7.00,193.00,0.41,12.06,0.44,0.00,0.00
14,FMDBL,-,627,615,615,615,615.00,40,627,"24,600",2,-12.00,0.00,-1.91,0.00,0.00,0.00,0.00
15,GBIME,-,414,406,385,390,396.78,"3,954",414,"1,568,858",25,-24.00,21.00,-5.80,5.45,-1.74,0.00,0.00
16,HBL,-,830,814,747,747,765.85,381,830,"291,787",7,-83.00,67.00,-10.00,8.97,-2.52,0.00,0.00
17,IDBLPO,-,100,100,100,100,100.00,"4,340",100,"434,000",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18,ILFC,-,219,215,199,199,207.00,50,219,"10,350",5,-20.00,16.00,-9.13,8.04,-4.02,0.00,0.00
19,JBNL,-,257,252,232,233,237.40,"9,999",257,"2,373,757",44,-24.00,20.00,-9.34,8.62,-1.89,0.00,0.00
20,JEFL,-,114,114,113,114,113.72,"3,560",114,"404,840",4,0.00,1.00,0.00,0.88,0.25,0.00,0.00
21,JFL,-,378,371,371,371,371.00,15,378,"5,565",1,-7.00,0.00,-1.85,0.00,0.00,0.00,0.00
22,KBL,-,380,373,342,342,362.81,825,380,"299,317",7,-38.00,31.00,-10.00,9.06,-6.08,0.00,0.00
23,KCDBL,-,206,202,186,186,191.75,151,206,"28,954",9,-20.00,16.00,-9.71,8.60,-3.09,0.00,0.00
24,KDBL,-,139,137,130,130,133.80,"3,445",139,"460,939",19,-9.00,7.00,-6.47,5.38,-2.92,0.00,0.00
25,KFL,-,139,141,141,141,141.00,500,139,"70,500",1,2.00,0.00,1.44,0.00,0.00,0.00,0.00
26,LBL,-,530,520,477,477,489.82,181,530,"88,657",6,-53.00,43.00,-10.00,9.01,-2.69,0.00,0.00
27,LGIL,-,334,328,322,322,325.00,40,334,"13,000",2,-12.00,6.00,-3.59,1.86,-0.93,0.00,0.00
28,LICN,-,2305,2259,2075,2075,"2,118.27",150,2305,"317,740",8,-230.00,184.00,-9.98,8.87,-2.09,0.00,0.00
29,MBL,-,562,551,506,506,522.11,95,562,"49,600",6,-56.00,45.00,-9.96,8.89,-3.18,0.00,0.00
30,MDB,-,400,408,401,402,406.35,343,400,"139,378",5,2.00,7.00,0.50,1.75,-1.08,0.00,0.00
31,MDBL,-,233,229,210,210,215.30,162,233,"34,878",6,-23.00,19.00,-9.87,9.05,-2.52,0.00,0.00
