S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,479,481,474,478,477.07,"1,201",479,"572,959",17,-1.00,7.00,-0.21,1.48,0.19,0.00,0.00
2,AHPC,-,360,367,358,362,361.33,"6,607",360,"2,387,278",30,2.00,9.00,0.56,2.51,0.19,0.00,0.00
3,AIC,-,400,399,385,399,392.78,189,400,"74,235",6,-1.00,14.00,-0.25,3.64,1.56,0.00,0.00
4,ALICL,-,1112,1135,1120,1135,"1,127.36","1,261",1112,"1,421,596",11,23.00,15.00,2.07,1.34,0.67,0.00,0.00
5,APEX,-,122,124,120,120,121.91,"4,269",122,"520,426",18,-2.00,4.00,-1.64,3.33,-1.59,0.00,0.00
6,ARDBL,-,141,144,140,142,142.47,"1,395",141,"198,745",20,1.00,4.00,0.71,2.86,-0.33,0.00,0.00
7,BHBLPO,-,105,105,105,105,105.00,"3,100",105,"325,500",31,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8,BLDBL,-,350,357,350,350,351.59,97,350,"34,104",2,0.00,7.00,0.00,2.00,-0.45,0.00,0.00
9,BPCL,-,555,566,562,566,565.00,803,555,"453,698",2,11.00,4.00,1.98,0.71,0.18,0.00,0.00
10,BUDBL,-,185,184,184,184,184.00,286,185,"52,624",1,-1.00,0.00,-0.54,0.00,0.00,0.00,0.00
11,CBBL,-,1290,1366,1315,1366,"1,339.98","1,930",1290,"2,586,158",9,76.00,51.00,5.89,3.88,1.90,0.00,0.00
12,CBL,-,273,279,268,278,276.07,"44,705",273,"12,341,660",211,5.00,11.00,1.83,4.10,0.69,0.00,0.00
13,CCBL,-,282,290,280,290,285.22,"13,767",282,"3,926,645",199,8.00,10.00,2.84,3.57,1.65,0.00,0.00
14,CFCL,-,146,153,148,153,149.24,398,146,"59,398",5,7.00,5.00,4.79,3.38,2.46,0.00,0.00
15,CHCL,-,1672,1705,1651,1684,"1,685.52","10,141",1672,"17,092,844",70,12.00,54.00,0.72,3.27,-0.09,0.00,0.00
16,CIT,-,2980,3035,2990,3035,"3,009.37",647,2980,"1,947,064",10,55.00,45.00,1.85,1.51,0.84,0.00,0.00
17,CNDBL,-,167,175,170,170,172.85,"2,660",167,"459,780",27,3.00,5.00,1.80,2.94,-1.68,0.00,0.00
18,CZBIL,-,426,436,430,433,432.60,"13,129",426,"5,679,603",32,7.00,6.00,1.64,1.40,0.09,0.00,0.00
19,DDBL,-,1045,1100,1060,1062,"1,072.07","1,789",1045,"1,917,940",9,17.00,40.00,1.63,3.77,-0.95,0.00,0.00
20,EBL,-,1908,1950,1935,1950,"1,940.01","12,527",1908,"24,302,549",50,42.00,15.00,2.20,0.78,0.51,0.00,0.00
21,EIC,-,912,930,930,930,930.00,67,912,"62,310",1,18.00,0.00,1.97,0.00,0.00,0.00,0.00
22,EKBL,-,197,212,194,205,206.44,"3,204",197,"661,440",32,8.00,18.00,4.06,9.28,-0.70,0.00,0.00
23,FMDBL,-,937,975,955,960,968.68,"2,075",937,"2,010,012",10,23.00,20.00,2.45,2.09,-0.90,0.00,0.00
24,GBBL,-,308,314,309,314,311.00,222,308,"69,042",3,6.00,5.00,1.95,1.62,0.96,0.00,0.00
25,GBIME,-,497,508,497,502,501.96,"7,802",497,"3,916,266",41,5.00,11.00,1.01,2.21,0.01,0.00,0.00
26,GLICL,-,536,549,534,549,542.50,"10,481",536,"5,685,943",33,13.00,15.00,2.43,2.81,1.18,0.00,0.00
