S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,455,469,460,464,462.83,"2,277",455,"1,053,864",27,9.00,9.00,1.98,1.96,0.25,0.00,0.00
2,AHPC,-,350,356,350,350,352.94,"4,714",350,"1,663,772",18,0.00,6.00,0.00,1.71,-0.84,0.00,0.00
3,AIC,-,414,425,411,424,416.19,"1,187",414,"494,023",5,10.00,14.00,2.42,3.41,1.84,0.00,0.00
4,ALDBL,-,246,255,246,246,250.69,420,246,"105,290",9,0.00,9.00,0.00,3.66,-1.91,0.00,0.00
5,ALICL,-,1090,1111,1091,1091,"1,096.88","1,788",1090,"1,961,216",12,1.00,20.00,0.09,1.83,-0.54,0.00,0.00
6,APEX,-,116,117,113,116,114.48,"1,605",116,"183,738",27,0.00,4.00,0.00,3.54,1.31,0.00,0.00
7,ARDBL,-,136,140,136,136,139.21,590,136,"82,132",12,0.00,4.00,0.00,2.94,-2.36,0.00,0.00
8,BLDBL,-,419,427,420,426,423.11,555,419,"234,825",8,7.00,7.00,1.67,1.67,0.68,0.00,0.00
9,BPCL,-,592,595,580,588,587.59,"6,343",592,"3,727,068",22,-4.00,15.00,-0.68,2.59,0.07,0.00,0.00
10,BSBL,-,294,290,285,290,288.83,599,294,"173,010",8,-4.00,5.00,-1.36,1.75,0.40,0.00,0.00
11,CBL,-,231,240,230,234,234.31,"10,312",231,"2,416,163",49,3.00,10.00,1.30,4.35,-0.13,0.00,0.00
12,CCBL,-,250,265,246,252,250.75,"7,867",250,"1,972,633",101,2.00,19.00,0.80,7.72,0.50,0.00,0.00
13,CDBL,-,352,354,347,347,349.58,299,352,"104,523",2,-5.00,7.00,-1.42,2.02,-0.74,0.00,0.00
14,CFCL,-,135,138,136,138,136.60,473,135,"64,614",3,3.00,2.00,2.22,1.47,1.01,0.00,0.00
15,CHCL,-,1520,1551,1530,1531,"1,535.76","6,876",1520,"10,559,920",45,11.00,21.00,0.72,1.37,-0.31,0.00,0.00
16,CIT,-,2800,2855,2800,2800,"2,815.78",561,2800,"1,579,655",8,0.00,55.00,0.00,1.96,-0.56,0.00,0.00
17,CNDBL,-,168,181,169,181,172.88,"1,750",168,"302,540",24,13.00,12.00,7.74,7.10,4.49,0.00,0.00
18,CZBIL,-,395,400,390,396,394.63,"1,822",395,"719,021",15,1.00,10.00,0.25,2.56,0.35,0.00,0.00
19,EBL,-,1724,1761,1710,1739,"1,734.00","2,944",1724,"5,104,906",26,15.00,51.00,0.87,2.98,0.29,0.00,0.00
20,EDBLPO,-,325,320,320,320,320.00,"15,000",325,"4,800,000",1,-5.00,0.00,-1.54,0.00,0.00,0.00,0.00
21,EIC,-,999,995,995,995,995.00,33,999,"32,835",1,-4.00,0.00,-0.40,0.00,0.00,0.00,0.00
22,EKBL,-,176,182,179,180,180.02,544,176,"97,931",24,4.00,3.00,2.27,1.68,-0.01,0.00,0.00
23,FMDBL,-,801,795,781,781,791.67,"1,260",801,"997,510",3,-20.00,14.00,-2.50,1.79,-1.37,0.00,0.00
24,GBIME,-,496,500,480,486,487.79,"7,063",496,"3,445,296",35,-10.00,20.00,-2.02,4.17,-0.37,0.00,0.00
25,GLICL,-,542,552,525,530,531.32,"5,431",542,"2,885,600",23,-12.00,27.00,-2.21,5.14,-0.25,0.00,0.00
26,GRAND,-,161,167,164,165,164.91,"4,952",161,"816,628",9,4.00,3.00,2.48,1.83,0.06,0.00,0.00
27,HBL,-,709,709,700,709,702.60,245,709,"172,137",4,0.00,9.00,0.00,1.29,0.90,0.00,0.00
28,HGI,-,526,535,535,535,535.00,150,526,"80,250",1,9.00,0.00,1.71,0.00,0.00,0.00,0.00
29,IDBL,-,153,164,151,160,159.41,"1,651",153,"263,187",16,7.00,13.00,4.58,8.61,0.37,0.00,0.00
30,JBBL,-,146,146,145,145,145.12,410,146,"59,500",5,-1.00,1.00,-0.68,0.69,-0.08,0.00,0.00
31,JBNL,-,236,247,233,239,237.95,"2,193",236,"521,835",16,3.00,14.00,1.27,6.01,0.44,0.00,0.00
32,KAFIL,-,182,186,182,186,183.38,288,182,"52,812",8,4.00,4.00,2.20,2.20,1.41,0.00,0.00
