S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ACEDBL,-,233,229,229,229,229.00,100,233,"22,900",1,-4.00,0.00,-1.72,0.00,0.00,0.00,0.00
2,ADBL,-,470,479,457,469,461.77,"4,644",470,"2,144,460",44,-1.00,22.00,-0.21,4.81,1.54,0.00,0.00
3,AHPC,-,352,362,348,362,351.84,"6,769",352,"2,381,592",22,10.00,14.00,2.84,4.02,2.81,0.00,0.00
4,AIC,-,405,403,403,403,403.00,142,405,"57,226",1,-2.00,0.00,-0.49,0.00,0.00,0.00,0.00
5,ALDBL,-,249,260,250,255,256.09,110,249,"28,170",5,6.00,10.00,2.41,4.00,-0.43,0.00,0.00
6,ALICL,-,1066,1097,1079,1090,"1,087.16","1,176",1066,"1,278,506",14,24.00,18.00,2.25,1.67,0.26,0.00,0.00
7,APEX,-,117,121,115,121,120.05,"3,739",117,"448,875",16,4.00,6.00,3.42,5.22,0.78,0.00,0.00
8,ARDBL,-,142,144,138,139,139.38,"4,669",142,"650,772",20,-3.00,6.00,-2.11,4.35,-0.27,0.00,0.00
9,BGDBL,-,159,162,162,162,162.00,50,159,"8,100",1,3.00,0.00,1.89,0.00,0.00,0.00,0.00
10,BLDBL,-,417,425,421,423,422.56,"1,177",417,"497,355",6,6.00,4.00,1.44,0.95,0.10,0.00,0.00
11,BPCL,-,565,575,570,571,571.64,"1,513",565,"864,887",4,6.00,5.00,1.06,0.88,-0.11,0.00,0.00
12,BSBL,-,287,292,287,290,290.40,825,287,"239,580",11,3.00,5.00,1.05,1.74,-0.14,0.00,0.00
13,BUDBL,-,170,170,170,170,170.00,131,170,"22,270",2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14,CBBL,-,1111,1089,1089,1089,"1,089.00",218,1111,"237,402",1,-22.00,0.00,-1.98,0.00,0.00,0.00,0.00
15,CBL,-,250,264,251,259,256.28,"11,889",250,"3,046,862",45,9.00,13.00,3.60,5.18,1.05,0.00,0.00
16,CCBL,-,256,269,257,265,261.29,"14,654",256,"3,828,942",110,9.00,12.00,3.52,4.67,1.40,0.00,0.00
17,CDBL,-,350,367,353,363,360.82,"3,846",350,"1,387,707",20,13.00,14.00,3.71,3.97,0.60,0.00,0.00
18,CHCL,-,1548,1600,1555,1590,"1,571.70","8,593",1548,"13,505,657",51,42.00,45.00,2.71,2.89,1.15,0.00,0.00
19,CIT,-,2805,2814,2800,2809,"2,805.70",634,2805,"1,778,816",9,4.00,14.00,0.14,0.50,0.12,0.00,0.00
20,CNDBL,-,168,178,162,178,173.13,"2,000",168,"346,260",11,10.00,16.00,5.95,9.88,2.74,0.00,0.00
21,CSDBL,-,180,180,180,180,180.00,30,180,"5,400",3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
22,CZBIL,-,395,408,395,402,398.89,"1,289",395,"514,166",13,7.00,13.00,1.77,3.29,0.77,0.00,0.00
23,DDBL,-,875,892,892,892,892.00,49,875,"43,708",1,17.00,0.00,1.94,0.00,0.00,0.00,0.00
24,EBL,-,1745,1810,1747,1801,"1,786.59","1,881",1745,"3,360,578",17,56.00,63.00,3.21,3.61,0.80,0.00,0.00
25,EDBL,-,640,629,620,629,624.39,"1,053",640,"657,484",6,-11.00,9.00,-1.72,1.45,0.73,0.00,0.00
26,EIC,-,960,950,950,950,950.00,33,960,"31,350",1,-10.00,0.00,-1.04,0.00,0.00,0.00,0.00
27,EKBL,-,180,190,180,190,182.52,"4,783",180,"872,970",29,10.00,10.00,5.56,5.56,3.94,0.00,0.00
28,GBBL,-,275,275,270,270,270.43,598,275,"161,720",11,-5.00,5.00,-1.82,1.85,-0.16,0.00,0.00
29,GBIME,-,486,499,483,490,489.76,"7,395",486,"3,621,768",34,4.00,16.00,0.82,3.31,0.05,0.00,0.00
30,GFCL,-,247,260,243,260,247.31,416,247,"102,880",10,13.00,17.00,5.26,7.00,4.88,0.00,0.00
31,GLICL,-,525,540,520,540,528.42,"3,008",525,"1,589,480",6,15.00,20.00,2.86,3.85,2.14,0.00,0.00
32,GRAND,-,163,165,159,163,161.13,"11,982",163,"1,930,683",15,0.00,6.00,0.00,3.77,1.15,0.00,0.00
33,HAMA,-,120,125,122,125,123.73,260,120,"32,170",3,5.00,3.00,4.17,2.46,1.02,0.00,0.00
