S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ACEDBL,-,216,216,215,215,215.11,212,216,"45,603",2,-1.00,1.00,-0.46,0.47,-0.05,0.00,0.00
2,ADBL,-,490,495,485,491,490.21,"13,670",490,"6,701,152",46,1.00,10.00,0.20,2.06,0.16,0.00,0.00
3,AHPC,-,438,463,430,451,451.90,"2,440",438,"1,102,635",21,13.00,33.00,2.97,7.67,-0.20,0.00,0.00
4,AIC,-,560,592,571,592,583.24,"3,744",560,"2,183,651",10,32.00,21.00,5.71,3.68,1.48,0.00,0.00
5,ALDBL,-,164,166,163,163,164.08,250,164,"41,020",12,-1.00,3.00,-0.61,1.84,-0.66,0.00,0.00
6,ALICL,-,780,800,760,770,774.22,"5,317",780,"4,116,540",40,-10.00,40.00,-1.28,5.26,-0.55,0.00,0.00
7,APEX,-,123,133,123,129,126.73,"9,769",123,"1,238,009",72,6.00,10.00,4.88,8.13,1.76,0.00,0.00
8,ARDBL,-,126,128,122,128,126.01,"2,240",126,"282,270",31,2.00,6.00,1.59,4.92,1.55,0.00,0.00
9,BOK,-,564,575,567,570,569.84,"3,225",564,"1,837,746",19,6.00,8.00,1.06,1.41,0.03,0.00,0.00
10,BSBL,-,222,231,226,231,229.23,303,222,"69,458",9,9.00,5.00,4.05,2.21,0.76,0.00,0.00
11,BUDBL,-,166,166,165,165,165.24,694,166,"114,674",2,-1.00,1.00,-0.60,0.61,-0.14,0.00,0.00
12,CBBL,-,850,867,867,867,867.00,158,850,"136,986",1,17.00,0.00,2.00,0.00,0.00,0.00,0.00
13,CDBL,-,358,370,355,370,366.61,580,358,"212,635",9,12.00,15.00,3.35,4.23,0.92,0.00,0.00
14,CEDBL,-,250,263,250,260,256.70,"3,240",250,"831,692",16,10.00,13.00,4.00,5.20,1.27,0.00,0.00
15,CHCL,-,1693,1725,1680,1720,"1,703.94","16,767",1693,"28,569,981",93,27.00,45.00,1.59,2.68,0.93,0.00,0.00
16,CIT,-,3020,3100,2980,3100,"3,045.04",751,3020,"2,286,824",11,80.00,120.00,2.65,4.03,1.77,0.00,0.00
17,CNDBL,-,124,124,124,124,124.00,200,124,"24,800",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18,CZBIL,-,463,468,456,462,462.71,"11,083",463,"5,128,183",46,-1.00,12.00,-0.22,2.63,-0.15,0.00,0.00
19,DDBL,-,990,995,980,980,984.46,673,990,"662,540",4,-10.00,15.00,-1.01,1.53,-0.45,0.00,0.00
20,EBL,-,2135,2175,2102,2145,"2,146.81","2,177",2135,"4,673,615",17,10.00,73.00,0.47,3.47,-0.08,0.00,0.00
21,EBLCP,-,935,917,899,899,909.80,30,935,"27,294",2,-36.00,18.00,-3.85,2.00,-1.20,0.00,0.00
22,EDBL,-,580,590,590,590,590.00,917,580,"541,030",3,10.00,0.00,1.72,0.00,0.00,0.00,0.00
23,FMDBL,-,703,689,689,689,689.00,200,703,"137,800",1,-14.00,0.00,-1.99,0.00,0.00,0.00,0.00
24,GBBL,-,267,293,269,285,287.31,"5,859",267,"1,683,342",18,18.00,24.00,6.74,8.92,-0.81,0.00,0.00
25,GLICL,-,440,450,431,450,437.42,"2,303",440,"1,007,380",13,10.00,19.00,2.27,4.41,2.80,0.00,0.00
26,GRAND,-,276,290,276,282,282.21,"4,297",276,"1,212,666",17,6.00,14.00,2.17,5.07,-0.08,0.00,0.00
27,GSDBL,-,158,155,143,144,144.13,"2,043",158,"294,463",44,-14.00,12.00,-8.86,8.39,-0.09,0.00,0.00
28,HAMA,-,128,126,122,126,125.15,"1,750",128,"219,010",25,-2.00,4.00,-1.56,3.28,0.68,0.00,0.00
29,HBL,-,909,935,891,929,907.23,"9,433",909,"8,557,894",42,20.00,44.00,2.20,4.94,2.34,0.00,0.00
30,HGI,-,473,473,450,455,457.76,"3,508",473,"1,605,805",15,-18.00,23.00,-3.81,5.11,-0.61,0.00,0.00
31,ICFC,-,226,225,222,225,223.11,265,226,"59,125",3,-1.00,3.00,-0.44,1.35,0.84,0.00,0.00
32,IDBL,-,125,127,121,125,123.80,"8,619",125,"1,067,071",39,0.00,6.00,0.00,4.96,0.96,0.00,0.00
33,INDBL,-,128,133,129,133,130.00,"1,760",128,"228,806",3,5.00,4.00,3.91,3.10,2.25,0.00,0.00
34,JBBL,-,135,141,131,141,139.11,"5,410",135,"752,590",36,6.00,10.00,4.44,7.63,1.34,0.00,0.00
35,JBNL,-,277,292,277,280,281.67,"7,815",277,"2,201,218",36,3.00,15.00,1.08,5.42,-0.59,0.00,0.00
36,JFL,-,260,265,265,265,265.00,"1,790",260,"474,350",6,5.00,0.00,1.92,0.00,0.00,0.00,0.00
37,JHBL,-,105,105,105,105,105.00,"3,361",105,"352,905",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
38,KAFIL,-,160,160,157,160,158.09,"1,799",160,"284,402",10,0.00,3.00,0.00,1.91,1.19,0.00,0.00
39,KBL,-,510,523,503,518,517.34,"11,757",510,"6,082,384",39,8.00,20.00,1.57,3.98,0.13,0.00,0.00
40,KDBL,-,102,104,103,104,103.52,264,102,"27,329",5,2.00,1.00,1.96,0.97,0.46,0.00,0.00
41,KFL,-,136,134,130,130,131.09,77,136,"10,094",3,-6.00,4.00,-4.41,3.08,-0.84,0.00,0.00
42,KIST,-,219,235,219,235,220.32,"22,995",219,"5,066,285",20,16.00,16.00,7.31,7.31,6.25,0.00,0.00
43,KKBL,-,113,117,115,117,116.99,"1,940",113,"226,958",2,4.00,2.00,3.54,1.74,0.01,0.00,0.00
44,KMBL,-,270,272,263,270,269.11,"2,820",270,"758,900",15,0.00,9.00,0.00,3.42,0.33,0.00,0.00
45,KMCDB,-,797,806,785,795,797.17,"1,518",797,"1,210,104",81,-2.00,21.00,-0.25,2.68,-0.27,0.00,0.00
46,KNBL,-,140,138,134,134,136.08,95,140,"12,928",5,-6.00,4.00,-4.29,2.99,-1.56,0.00,0.00
47,KRBL,-,103,104,100,104,102.06,360,103,"36,740",13,1.00,4.00,0.97,4.00,1.87,0.00,0.00
48,LBL,-,504,526,505,525,513.45,"9,816",504,"5,040,073",29,21.00,21.00,4.17,4.16,2.20,0.00,0.00
49,LFLC,-,234,230,230,230,230.00,304,234,"69,920",2,-4.00,0.00,-1.71,0.00,0.00,0.00,0.00
50,LICN,-,2401,2571,2424,2571,"2,524.55",290,2401,"732,120",5,170.00,147.00,7.08,6.06,1.81,0.00,0.00
51,MBBL,-,210,213,212,213,212.33,180,210,"38,220",2,3.00,1.00,1.43,0.47,0.31,0.00,0.00
52,MBL,-,450,464,450,463,456.64,"10,861",450,"4,959,518",32,13.00,14.00,2.89,3.11,1.37,0.00,0.00
53,MDB,-,361,369,355,362,363.69,108,361,"39,278",5,1.00,14.00,0.28,3.94,-0.47,0.00,0.00
54,MEGA,-,408,427,407,420,417.59,"3,523",408,"1,471,161",66,12.00,20.00,2.94,4.91,0.57,0.00,0.00
55,METRO,-,330,335,331,331,334.81,826,330,"276,552",5,1.00,4.00,0.30,1.21,-1.15,0.00,0.00
56,MFL,-,260,255,245,245,253.46,"1,298",260,"328,990",4,-15.00,10.00,-5.77,4.08,-3.45,0.00,0.00
57,NABIL,-,2015,2090,2000,2090,"2,029.24","1,527",2015,"3,098,645",13,75.00,90.00,3.72,4.50,2.91,0.00,0.00
58,NABILP,-,1281,1290,1283,1290,"1,286.50","1,000",1281,"1,286,500",2,9.00,7.00,0.70,0.55,0.27,0.00,0.00
59,NBB,-,606,613,600,600,604.80,"10,463",606,"6,328,020",27,-6.00,13.00,-0.99,2.17,-0.80,0.00,0.00
60,NBF1,-,12,12,12,12,11.97,"91,425",12,"1,093,965",19,0.00,0.00,0.00,0.00,0.29,0.00,0.00
61,NBL,-,320,332,320,329,321.60,"170,538",320,"54,845,186",26,9.00,12.00,2.81,3.75,2.25,0.00,0.00
62,NBSL,-,287,300,292,300,298.10,"1,630",287,"485,903",9,13.00,8.00,4.53,2.74,0.63,0.00,0.00
63,NCCB,-,410,427,412,417,419.58,"13,352",410,"5,602,234",35,7.00,15.00,1.71,3.64,-0.62,0.00,0.00
64,NGBL,-,179,188,176,188,184.77,223,179,"41,204",9,9.00,12.00,5.03,6.82,1.72,0.00,0.00
65,NIB,-,906,937,906,933,925.59,"2,588",906,"2,395,415",16,27.00,31.00,2.98,3.42,0.79,0.00,0.00
66,NICA,-,770,785,762,779,782.69,"3,715",770,"2,907,706",35,9.00,23.00,1.17,3.02,-0.47,0.00,0.00
67,NICL,-,804,790,788,790,789.31,580,804,"457,800",3,-14.00,2.00,-1.74,0.25,0.09,0.00,0.00
68,NLBBL,-,1080,1097,1050,1050,"1,082.02",894,1080,"967,327",12,-30.00,47.00,-2.78,4.48,-3.05,0.00,0.00
