S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ACEDBL,-,219,215,207,207,212.56,"1,754",219,"372,830",7,-12.00,8.00,-5.48,3.86,-2.69,0.00,0.00
2,ADBL,-,462,475,441,468,460.76,"65,735",462,"30,288,296",202,6.00,34.00,1.30,7.71,1.55,0.00,0.00
3,AHPC,-,596,600,579,590,590.15,"10,636",596,"6,276,840",45,-6.00,21.00,-1.01,3.63,-0.03,0.00,0.00
4,AIC,-,451,470,450,470,457.80,"2,881",451,"1,318,926",8,19.00,20.00,4.21,4.44,2.60,0.00,0.00
5,ALICL,-,630,654,621,634,635.61,"3,485",630,"2,215,101",23,4.00,33.00,0.63,5.31,-0.25,0.00,0.00
6,APEX,-,163,169,148,160,158.35,"11,098",163,"1,757,385",92,-3.00,21.00,-1.84,14.19,1.03,0.00,0.00
7,ARDBL,-,137,133,131,131,132.23,990,137,"130,910",19,-6.00,2.00,-4.38,1.53,-0.94,0.00,0.00
8,BBC,-,1764,1763,1729,1763,"1,750.24",413,1764,"722,849",5,-1.00,34.00,-0.06,1.97,0.72,0.00,0.00
9,BOK,-,655,653,637,637,645.12,"4,453",655,"2,872,704",20,-18.00,16.00,-2.75,2.51,-1.27,0.00,0.00
10,BPCL,-,1110,1145,1115,1135,"1,130.77","2,152",1110,"2,433,416",7,25.00,30.00,2.25,2.69,0.37,0.00,0.00
11,BSBL,-,195,194,191,192,192.34,92,195,"17,695",3,-3.00,3.00,-1.54,1.57,-0.18,0.00,0.00
12,BUDBL,-,130,129,123,123,126.02,"1,219",130,"153,623",5,-7.00,6.00,-5.38,4.88,-2.46,0.00,0.00
13,CDBL,-,265,265,255,255,257.59,"1,635",265,"421,163",10,-10.00,10.00,-3.77,3.92,-1.02,0.00,0.00
14,CEDBL,-,256,261,256,260,258.90,"4,608",256,"1,193,012",10,4.00,5.00,1.56,1.95,0.42,0.00,0.00
15,CHCL,-,1489,1500,1465,1470,"1,476.41","13,051",1489,"19,268,577",71,-19.00,35.00,-1.28,2.39,-0.44,0.00,0.00
16,CIT,-,2045,2060,2045,2060,"2,050.21",620,2045,"1,271,130",6,15.00,15.00,0.73,0.73,0.48,0.00,0.00
17,CNDBL,-,98,97,97,97,97.00,40,98,"3,880",2,-1.00,0.00,-1.02,0.00,0.00,0.00,0.00
18,CZBIL,-,435,442,435,435,438.89,"10,166",435,"4,461,784",67,0.00,7.00,0.00,1.61,-0.89,0.00,0.00
19,CZBILP,-,135,133,133,133,"14,557.31","10,877",135,"158,339,825",2,-2.00,0.00,-1.48,0.00,"-10,845.34",0.00,0.00
20,EBL,-,2230,2225,2150,2185,"2,193.55","3,755",2230,"8,236,793",27,-45.00,75.00,-2.02,3.49,-0.39,0.00,0.00
21,EFL,-,116,118,116,116,117.43,70,116,"8,220",2,0.00,2.00,0.00,1.72,-1.23,0.00,0.00
22,FFCL,-,255,232,232,232,232.00,200,255,"46,400",1,-23.00,0.00,-9.02,0.00,0.00,0.00,0.00
23,GBBL,-,240,236,228,228,229.57,720,240,"165,292",9,-12.00,8.00,-5.00,3.51,-0.69,0.00,0.00
24,GDBL,-,194,191,190,190,190.26,774,194,"147,264",3,-4.00,1.00,-2.06,0.53,-0.14,0.00,0.00
25,GLICL,-,315,326,313,319,315.51,"7,134",315,"2,250,814",9,4.00,13.00,1.27,4.15,1.10,0.00,0.00
26,GRAND,-,302,308,300,300,304.36,"5,329",302,"1,621,924",19,-2.00,8.00,-0.66,2.67,-1.45,0.00,0.00
27,GSDBL,-,95,104,96,104,101.60,482,95,"48,969",20,9.00,8.00,9.47,8.33,2.31,0.00,0.00
28,HAMA,-,98,100,97,100,98.28,"1,410",98,"138,580",19,2.00,3.00,2.04,3.09,1.72,0.00,0.00
29,HBL,-,882,888,860,868,869.97,"3,725",882,"3,240,623",13,-14.00,28.00,-1.59,3.26,-0.23,0.00,0.00
30,ICFC,-,220,224,220,224,222.98,416,220,"92,760",2,4.00,4.00,1.82,1.82,0.46,0.00,0.00
31,IDBL,-,87,86,82,84,83.94,594,87,"49,863",13,-3.00,4.00,-3.45,4.88,0.07,0.00,0.00
32,ILFC,-,220,223,213,220,215.41,"27,742",220,"5,975,981",13,0.00,10.00,0.00,4.69,2.09,0.00,0.00
33,INDBL,-,99,108,100,105,103.81,"11,261",99,"1,169,044",35,6.00,8.00,6.06,8.00,1.13,0.00,0.00
34,JBBL,-,114,121,112,121,118.54,"5,220",114,"618,800",32,7.00,9.00,6.14,8.04,2.03,0.00,0.00
35,JBNL,-,300,306,299,304,301.37,"5,444",300,"1,640,649",24,4.00,7.00,1.33,2.34,0.87,0.00,0.00
36,JFL,-,235,239,235,236,236.05,285,235,"67,275",4,1.00,4.00,0.43,1.70,-0.02,0.00,0.00
37,KAFIL,-,130,129,128,129,128.81,248,130,"31,944",2,-1.00,1.00,-0.77,0.78,0.15,0.00,0.00
38,KBL,-,525,539,510,516,521.31,"32,736",525,"17,065,585",73,-9.00,29.00,-1.71,5.69,-1.03,0.00,0.00
39,KBLPO,-,100,100,100,100,100.00,"11,640",100,"1,164,000",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40,KDBL,-,104,104,98,98,102.02,"2,813",104,"286,974",13,-6.00,6.00,-5.77,6.12,-4.10,0.00,0.00
41,KIST,-,248,249,240,244,245.17,"28,565",248,"7,003,420",44,-4.00,9.00,-1.61,3.75,-0.48,0.00,0.00
42,KNBL,-,95,96,96,96,96.00,94,95,"9,024",5,1.00,0.00,1.05,0.00,0.00,0.00,0.00
43,LBL,-,521,528,508,514,513.20,"7,809",521,"4,007,562",14,-7.00,20.00,-1.34,3.94,0.16,0.00,0.00
44,LFLC,-,189,192,175,175,186.20,732,189,"136,300",9,-14.00,17.00,-7.41,9.71,-6.40,0.00,0.00
45,LGIL,-,380,373,366,373,372.01,"1,448",380,"538,676",4,-7.00,7.00,-1.84,1.91,0.26,0.00,0.00
46,LICN,-,2400,2490,2400,2490,"2,462.57","3,107",2400,"7,651,192",26,90.00,90.00,3.75,3.75,1.10,0.00,0.00
47,MBBL,-,147,151,149,151,149.40,100,147,"14,940",4,4.00,2.00,2.72,1.34,1.06,0.00,0.00
48,MBL,-,405,425,400,414,417.51,"25,051",405,"10,459,098",50,9.00,25.00,2.22,6.25,-0.85,0.00,0.00
49,MDB,-,270,290,275,290,282.01,288,270,"81,220",6,20.00,15.00,7.41,5.45,2.75,0.00,0.00
50,MEGA,-,395,409,390,395,394.74,"11,798",395,"4,657,186",88,0.00,19.00,0.00,4.87,0.06,0.00,0.00
51,MFL,-,163,166,162,162,162.60,795,163,"129,267",3,-1.00,4.00,-0.61,2.47,-0.37,0.00,0.00
52,MNBBL,-,447,465,442,450,452.26,"6,467",447,"2,924,782",24,3.00,23.00,0.67,5.20,-0.50,0.00,0.00
53,NABIL,-,2125,2125,2100,2125,"2,112.01","5,113",2125,"10,798,683",16,0.00,25.00,0.00,1.19,0.61,0.00,0.00
54,NABILP,-,1346,1350,1315,1315,"1,332.98","4,766",1346,"6,352,998",13,-31.00,35.00,-2.30,2.66,-1.37,0.00,0.00
55,NBB,-,624,640,630,635,632.55,"29,736",624,"18,809,655",88,11.00,10.00,1.76,1.59,0.39,0.00,0.00
56,NBF1,-,12,12,12,12,19.59,"97,045",12,"1,901,550",27,0.00,0.00,0.00,0.00,-63.29,0.00,0.00
57,NBL,-,346,351,341,345,345.47,"27,891",346,"9,635,555",46,-1.00,10.00,-0.29,2.93,-0.14,0.00,0.00
58,NCCB,-,405,414,402,402,405.22,"18,991",405,"7,695,568",65,-3.00,12.00,-0.74,2.99,-0.80,0.00,0.00
59,NDEP,-,115,118,113,114,115.70,"6,995",115,"809,323",16,-1.00,5.00,-0.87,4.42,-1.49,0.00,0.00
60,NEFL,-,160,172,163,172,167.50,40,160,"6,700",4,12.00,9.00,7.50,5.52,2.62,0.00,0.00
61,NGBL,-,181,178,164,164,165.68,"2,637",181,"436,896",7,-17.00,14.00,-9.39,8.54,-1.02,0.00,0.00
62,NHPC,-,80,81,79,79,79.80,"10,300",80,"821,900",8,-1.00,2.00,-1.25,2.53,-1.01,0.00,0.00
63,NIB,-,1000,996,980,990,984.24,"4,275",1000,"4,207,645",14,-10.00,16.00,-1.00,1.63,0.58,0.00,0.00
64,NICA,-,804,805,791,795,797.20,"16,534",804,"13,180,832",66,-9.00,14.00,-1.12,1.77,-0.28,0.00,0.00
65,NICL,-,530,520,520,520,520.00,25,530,"13,000",1,-10.00,0.00,-1.89,0.00,0.00,0.00,0.00
66,NLBBL,-,816,840,816,840,834.97,484,816,"404,124",6,24.00,24.00,2.94,2.94,0.60,0.00,0.00
67,NLG,-,670,670,644,663,652.73,"2,576",670,"1,681,427",88,-7.00,26.00,-1.04,4.04,1.55,0.00,0.00
68,NLIC,-,3450,3425,3381,3381,"3,411.35",810,3450,"2,763,192",7,-69.00,44.00,-2.00,1.30,-0.90,0.00,0.00
69,NLICL,-,1605,1605,1560,1560,"1,580.02","11,001",1605,"17,381,803",26,-45.00,45.00,-2.80,2.88,-1.28,0.00,0.00
70,NLICP,-,0,1725,1725,1725,"1,725.00","1,875",0,"3,234,375",1,"1,725.00",0.00,0.00,0.00,0.00,0.00,0.00
71,NMB,-,395,394,388,394,389.12,"4,326",395,"1,683,352",11,-1.00,6.00,-0.25,1.55,1.24,0.00,0.00
72,NTC,-,668,665,650,660,656.72,"15,190",668,"9,975,575",24,-8.00,15.00,-1.20,2.31,0.50,0.00,0.00
73,OHL,-,301,318,296,311,311.05,"3,690",301,"1,147,760",30,10.00,22.00,3.32,7.43,-0.01,0.00,0.00
74,PCBL,-,492,491,485,485,487.83,"3,156",492,"1,539,576",30,-7.00,6.00,-1.42,1.24,-0.58,0.00,0.00
