S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ACEDBL,-,203,199,187,189,189.98,"2,433",203,"462,213",11,-14.00,12.00,-6.90,6.42,-0.52,0.00,0.00
2,ADBL,-,528,538,490,499,502.53,"20,209",528,"10,155,615",84,-29.00,48.00,-5.49,9.80,-0.71,0.00,0.00
3,AHPC,-,392,400,394,400,397.39,"4,707",392,"1,870,516",14,8.00,6.00,2.04,1.52,0.65,0.00,0.00
4,AIC,-,589,616,600,608,607.89,"6,891",589,"4,188,973",22,19.00,16.00,3.23,2.67,0.02,0.00,0.00
5,ALDBL,-,141,140,140,140,140.00,70,141,"9,800",2,-1.00,0.00,-0.71,0.00,0.00,0.00,0.00
6,ALICL,-,735,770,740,755,757.88,"3,050",735,"2,311,519",10,20.00,30.00,2.72,4.05,-0.38,0.00,0.00
7,APEX,-,120,122,117,122,120.25,"1,494",120,"179,649",31,2.00,5.00,1.67,4.27,1.44,0.00,0.00
8,ARDBL,-,127,129,128,129,128.87,930,127,"119,850",8,2.00,1.00,1.57,0.78,0.10,0.00,0.00
9,BHBL,-,107,113,107,113,112.62,580,107,"65,320",4,6.00,6.00,5.61,5.61,0.34,0.00,0.00
10,BOK,-,547,544,534,535,538.30,"11,754",547,"6,327,177",43,-12.00,10.00,-2.19,1.87,-0.62,0.00,0.00
11,BPCL,-,877,860,860,860,860.00,400,877,"344,000",4,-17.00,0.00,-1.94,0.00,0.00,0.00,0.00
12,BRTBL,-,141,140,140,140,140.00,40,141,"5,600",1,-1.00,0.00,-0.71,0.00,0.00,0.00,0.00
13,BSBL,-,215,223,216,216,218.27,680,215,"148,422",8,1.00,7.00,0.47,3.24,-1.05,0.00,0.00
14,BUDBL,-,144,148,144,148,146.58,"1,558",144,"228,378",5,4.00,4.00,2.78,2.78,0.96,0.00,0.00
