S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,48.70,411,413,409,411,410.24,"7,228",412,"2,965,213",61,-1.00,4.00,-0.24,0.98,0.18,451.00,290.00
2,AHPC,32.39,93,96,93,95,94.85,"3,393",94,"321,814",6,1.00,3.00,1.06,3.23,0.16,132.00,93.00
3,AKBSL,46.60,408,412,408,408,408.84,440,415,"179,890",36,-7.00,4.00,-1.69,0.98,-0.21,488.00,263.00
4,AKJCL,32.77,53,54,53,54,53.55,220,54,"11,780",10,0.00,1.00,0.00,1.89,0.84,106.00,52.00
5,AKPL,44.94,133,137,133,137,134.32,383,134,"51,443",14,3.00,4.00,2.24,3.01,1.96,244.00,127.00
6,ALBSL,43.78,388,388,378,379,380.77,595,395,"226,560",22,-16.00,10.00,-4.05,2.65,-0.47,555.00,300.00
7,ALICL,36.27,314,315,310,310,311.96,"4,672",314,"1,457,498",21,-4.00,5.00,-1.27,1.61,-0.63,658.00,304.00
8,AMFI,37.54,529,529,529,529,529.00,10,529,"5,290",1,0.00,0.00,0.00,0.00,0.00,913.00,507.00
9,API,32.81,109,111,108,110,109.68,"4,246",111,"465,690",31,-1.00,3.00,-0.90,2.78,0.29,233.00,107.00
10,BARUN,40.49,88,90,88,90,88.17,172,89,"15,166",4,1.00,2.00,1.12,2.27,2.03,127.00,82.00
11,BFC,37.48,91,92,91,91,91.05,220,90,"20,030",4,1.00,1.00,1.11,1.10,-0.05,117.00,80.00
12,BOKL,41.80,226,228,226,227,227.09,"3,196",226,"725,770",18,1.00,2.00,0.44,0.88,-0.04,345.00,222.00
13,BPCL,47.19,358,365,356,365,356.71,"1,249",358,"445,537",27,7.00,9.00,1.96,2.53,2.27,484.00,332.00
14,CBBL,54.20,964,966,964,965,964.58,"2,652",964,"2,558,078",8,1.00,2.00,0.10,0.21,0.04,"1,120.00",800.00
15,CBL,38.01,141,144,141,143,142.23,"7,491",142,"1,065,410",22,1.00,3.00,0.70,2.13,0.54,177.00,139.00
16,CCBL,34.44,153,154,152,152,152.27,"4,614",153,"702,551",33,-1.00,2.00,-0.65,1.32,-0.17,195.00,150.00
17,CEFL,33.75,109,111,109,111,109.01,"1,477",111,"161,013",6,0.00,2.00,0.00,1.83,1.79,135.00,92.00
18,CFCL,33.85,105,105,105,105,105.00,89,107,"9,345",2,-2.00,0.00,-1.87,0.00,0.00,129.00,104.00
19,CHCL,33.50,415,415,411,415,413.77,"2,371",418,"981,045",17,-3.00,4.00,-0.72,0.97,0.30,727.00,405.00
20,CIT,31.20,1785,1785,1777,1780,"1,779.73",413,1788,"735,030",8,-8.00,8.00,-0.45,0.45,0.01,"2,948.00","1,577.00"
21,CLBSL,33.40,467,467,460,460,464.57,37,467,"17,189",3,-7.00,7.00,-1.50,1.52,-0.99,777.00,458.00
22,CMF1,33.61,8.5,8.5,8.5,8.5,8.50,590,8.66,"5,015",1,-0.16,0.00,-1.85,0.00,0.00,10.20,8.00
23,CZBIL,49.22,190,196,190,196,193.76,"5,188",192,"1,005,218",28,4.00,6.00,2.08,3.16,1.14,252.00,190.00
24,DBBL,31.65,126,126,124,124,125.17,"3,302",125,"413,296",12,-1.00,2.00,-0.80,1.61,-0.94,158.00,120.00
25,DDBL,35.13,736,736,723,730,725.83,342,722,"248,234",7,8.00,13.00,1.11,1.80,0.57,801.00,555.00
26,DHPL,42.92,55,56,55,56,55.61,164,56,"9,120",2,0.00,1.00,0.00,1.82,0.70,102.00,50.00
27,EBL,51.75,540,547,540,546,544.85,"15,964",545,"8,698,017",54,1.00,7.00,0.18,1.30,0.21,707.00,501.00
28,EBLCP,31.15,613,613,613,613,613.00,10,645,"6,130",1,-32.00,0.00,-4.96,0.00,0.00,740.00,613.00
29,EDBL,32.89,266,266,261,261,265.27,410,270,"108,760",4,-9.00,5.00,-3.33,1.92,-1.64,322.00,256.00
30,EIC,41.20,219,226,219,226,221.15,876,221,"193,730",12,5.00,7.00,2.26,3.20,2.14,"1,229.00",217.00
31,FMDBL,38.98,307,309,306,308,307.18,385,312,"118,263",9,-4.00,3.00,-1.28,0.98,0.27,444.00,306.00
32,FOWAD,47.03,1280,1290,1273,1290,"1,280.15",226,1271,"289,315",9,19.00,17.00,1.49,1.34,0.76,"2,123.00","1,234.00"
33,GBBL,35.21,214,214,211,211,213.00,"3,527",213,"751,256",20,-2.00,3.00,-0.94,1.42,-0.95,240.00,171.00
34,GBLBS,37.69,306,312,306,309,310.48,"1,585",308,"492,105",18,1.00,6.00,0.32,1.96,-0.48,520.00,306.00
35,GFCL,44.63,135,137,135,135,135.73,110,133,"14,930",3,2.00,2.00,1.50,1.48,-0.54,144.00,111.00
36,GILB,42.97,705,705,705,705,705.00,22,703,"15,510",1,2.00,0.00,0.28,0.00,0.00,"1,418.00",664.00
37,GLBSL,39.51,411,420,411,420,413.24,290,418,"119,840",12,2.00,9.00,0.48,2.19,1.61,591.00,279.00
38,GLICL,37.76,358,359,352,359,353.76,"1,808",357,"639,596",11,2.00,7.00,0.56,1.99,1.46,790.00,339.00
39,GMFBS,42.24,445,458,441,447,446.43,690,447,"308,040",31,0.00,17.00,0.00,3.85,0.13,669.00,237.00
40,GMFIL,49.50,115,115,114,114,114.11,783,117,"89,345",2,-3.00,1.00,-2.56,0.88,-0.09,134.00,112.00
41,GRDBL,33.63,103,103,102,102,102.30,500,103,"51,150",5,-1.00,1.00,-0.97,0.98,-0.29,127.00,100.00
42,GUFL,42.15,109,110,109,109,109.05,"2,055",109,"224,095",5,0.00,1.00,0.00,0.92,-0.04,127.00,98.00
43,HBL,53.72,490,494,490,494,490.64,"3,572",490,"1,752,558",15,4.00,4.00,0.82,0.82,0.68,644.00,418.00
44,HDL,32.15,1425,1458,1425,1458,"1,429.09",350,1402,"500,180",6,56.00,33.00,3.99,2.32,1.98,"2,070.00","1,197.00"
45,HGI,48.90,272,277,270,270,271.86,808,267,"219,664",8,3.00,7.00,1.12,2.59,-0.69,441.00,260.00
46,HIDCL,33.11,136,137,135,137,135.60,873,137,"118,381",21,0.00,2.00,0.00,1.48,1.02,182.00,128.00
47,HPPL,33.50,140,140,137,138,138.89,370,139,"51,390",14,-1.00,3.00,-0.72,2.19,-0.65,249.00,126.00
48,HURJA,41.19,105,105,103,103,104.19,690,103,"71,890",17,0.00,2.00,0.00,1.94,-1.15,168.00,102.00
49,ICFC,40.03,160,160,160,160,160.00,70,158,"11,200",1,2.00,0.00,1.27,0.00,0.00,172.00,143.00
50,ILBS,39.87,415,417,407,417,415.51,390,415,"162,050",31,2.00,10.00,0.48,2.46,0.36,551.00,312.00
51,JBBL,31.76,155,157,155,156,155.96,"1,912",156,"298,196",6,0.00,2.00,0.00,1.29,0.03,171.00,131.00
52,JFL,53.44,198,198,194,194,194.93,"2,649",196,"516,382",13,-2.00,4.00,-1.02,2.06,-0.48,207.00,159.00
53,KBL,48.59,182,183,180,183,182.70,"7,833",181,"1,431,114",30,2.00,3.00,1.10,1.67,0.16,269.00,174.00
54,KKHC,37.20,58,59,57,59,58.18,454,59,"26,414",5,0.00,2.00,0.00,3.51,1.39,102.00,49.00
55,KRBL,38.59,101,103,99,99,100.61,"3,045",101,"306,355",11,-2.00,4.00,-1.98,4.04,-1.63,135.00,90.00
