S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,387,390,384,390,386.97,"17,340",388,"6,710,113",67,2.00,6.00,0.52,1.56,0.78,410.00,290.00
2,AHPC,-,102,106,102,104,103.63,"9,369",102,"970,916",19,2.00,4.00,1.96,3.92,0.36,179.00,96.00
3,AKJCL,-,79,80,78,78,79.66,"1,320",79,"105,150",22,-1.00,2.00,-1.27,2.56,-2.13,106.00,75.00
4,AKPL,-,178,191,176,188,186.00,"7,419",181,"1,379,947",55,7.00,15.00,3.87,8.52,1.06,326.00,146.00
5,ALBSL,-,460,467,456,465,462.95,370,469,"171,290",36,-4.00,11.00,-0.85,2.41,0.44,555.00,300.00
6,ALICL,-,441,450,440,441,443.58,"4,128",439,"1,831,094",34,2.00,10.00,0.46,2.27,-0.58,867.00,370.00
7,AMFI,-,567,578,567,575,574.40,450,567,"258,480",15,8.00,11.00,1.41,1.94,0.10,"1,000.00",351.00
8,API,-,134,137,132,137,133.40,"10,211",135,"1,362,155",34,2.00,5.00,1.48,3.79,2.63,346.00,120.00
9,BARUN,-,90,92,90,90,91.11,810,91,"73,800",10,-1.00,2.00,-1.10,2.22,-1.23,167.00,89.00
10,BFC,-,96,96,96,96,96.00,113,97,"10,848",3,-1.00,0.00,-1.03,0.00,0.00,128.00,80.00
11,BHBL,-,172,173,172,172,172.16,624,175,"107,428",6,-3.00,1.00,-1.71,0.58,-0.09,191.00,120.00
12,BOKL,-,274,276,271,274,273.54,"18,576",276,"5,081,248",73,-2.00,5.00,-0.72,1.85,0.17,350.00,231.00
13,BPCL,-,367,375,361,371,365.77,"4,091",367,"1,496,358",58,4.00,14.00,1.09,3.88,1.41,496.00,332.00
14,CBBL,-,953,965,951,951,954.06,"3,398",953,"3,241,882",32,-2.00,14.00,-0.21,1.47,-0.32,"1,120.00",800.00
15,CBL,-,152,153,150,151,150.72,"37,961",152,"5,721,604",123,-1.00,3.00,-0.66,2.00,0.18,188.00,141.00
16,CCBL,-,174,175,172,174,173.75,"23,357",176,"4,058,251",104,-2.00,3.00,-1.14,1.74,0.14,203.00,155.00
