S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,348,352,344,344,347.56,"9,776",345,"3,397,795",47,-1.00,8.00,-0.29,2.33,-1.04,430.00,283.00
2,AHPC,-,106,106,105,105,105.32,"4,552",107,"479,400",19,-2.00,1.00,-1.87,0.95,-0.30,209.00,105.00
3,AKJCL,-,94,95,92,95,93.39,"2,540",93,"237,220",150,2.00,3.00,2.15,3.26,1.69,106.00,86.00
4,AKPL,-,182,184,182,183,183.03,431,185,"78,886",21,-2.00,2.00,-1.08,1.10,-0.02,349.00,179.00
5,ALICL,-,615,615,599,600,601.18,"3,297",611,"1,982,086",17,-11.00,16.00,-1.80,2.67,-0.20,"1,452.00",445.00
6,AMFI,-,710,710,690,700,696.08,370,720,"257,550",18,-20.00,20.00,-2.78,2.90,0.56,"1,000.00",255.00
7,API,-,160,160,152,152,153.71,"5,640",157,"866,927",42,-5.00,8.00,-3.18,5.26,-1.13,432.00,133.00
8,BARUN,-,106,106,105,106,105.50,620,107,"65,410",5,-1.00,1.00,-0.93,0.95,0.47,199.00,102.00
9,BFC,-,80,80,80,80,80.00,50,80,"4,000",2,0.00,0.00,0.00,0.00,0.00,139.00,80.00
10,BHBL,-,143,143,134,134,137.19,"1,555",145,"213,332",10,-11.00,9.00,-7.59,6.72,-2.38,191.00,120.00
11,BNT,-,6808,6808,6545,6545,"6,624.00",50,6675,"331,200",5,-130.00,263.00,-1.95,4.02,-1.21,"7,436.00","5,243.00"
12,BOKL,-,334,334,328,328,329.68,"19,988",328,"6,589,741",118,0.00,6.00,0.00,1.83,-0.51,416.00,250.00
13,BPCL,-,370,374,370,374,371.02,590,373,"218,900",25,1.00,4.00,0.27,1.08,0.80,711.00,370.00
14,CBBL,-,841,841,807,808,814.44,"26,546",858,"21,620,012",229,-50.00,34.00,-5.83,4.21,-0.80,"1,120.00",733.00
15,CBL,-,161,162,161,162,161.57,"19,659",162,"3,176,288",44,0.00,1.00,0.00,0.62,0.27,188.00,136.00
