S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,437,440,433,437,434.94,"8,889",437,"3,866,223",38,0.00,7.00,0.00,1.62,0.47,0.00,0.00
2,AHPC,-,212,212,211,212,211.09,"1,344",212,"283,699",10,0.00,1.00,0.00,0.47,0.43,0.00,0.00
3,AKPL,-,332,335,327,334,333.13,"1,710",332,"569,647",28,2.00,8.00,0.60,2.45,0.26,0.00,0.00
4,ALICL,-,1490,1515,1480,1480,"1,486.08",478,1490,"710,345",10,-10.00,35.00,-0.67,2.36,-0.41,0.00,0.00
5,API,-,540,540,527,530,531.64,"3,613",540,"1,920,805",40,-10.00,13.00,-1.85,2.47,-0.31,0.00,0.00
6,BARUN,-,211,211,207,207,210.67,243,211,"51,193",5,-4.00,4.00,-1.90,1.93,-1.77,0.00,0.00
7,BBC,-,2100,2140,2100,2100,"2,116.33",150,2100,"317,450",6,0.00,40.00,0.00,1.90,-0.78,0.00,0.00
8,BFC,-,139,141,141,141,141.00,"31,150",139,"4,392,150",2,2.00,0.00,1.44,0.00,0.00,0.00,0.00
9,BHBL,-,275,277,265,266,268.03,"13,183",275,"3,533,444",58,-9.00,12.00,-3.27,4.53,-0.76,0.00,0.00
10,BNT,-,6549,6600,6500,6600,"6,561.82",220,6549,"1,443,600",5,51.00,100.00,0.78,1.54,0.58,0.00,0.00
11,BOKL,-,440,442,438,438,439.06,"7,396",440,"3,247,282",39,-2.00,4.00,-0.45,0.91,-0.24,0.00,0.00
12,BPCL,-,628,625,615,615,616.60,"2,120",628,"1,307,200",10,-13.00,10.00,-2.07,1.63,-0.26,0.00,0.00
13,CBBL,-,1140,1140,1126,1126,"1,128.00",400,1140,"451,200",7,-14.00,14.00,-1.23,1.24,-0.18,0.00,0.00
14,CBL,-,235,238,233,233,234.38,"14,653",235,"3,434,336",66,-2.00,5.00,-0.85,2.15,-0.59,0.00,0.00
15,CCBL,-,224,227,221,222,222.57,"21,305",224,"4,741,869",92,-2.00,6.00,-0.89,2.71,-0.26,0.00,0.00
16,CFCL,-,189,191,188,188,188.43,"3,122",189,"588,294",7,-1.00,3.00,-0.53,1.60,-0.23,0.00,0.00
17,CHCL,-,757,765,757,760,759.54,"10,707",757,"8,132,405",39,3.00,8.00,0.40,1.06,0.06,0.00,0.00
18,CHL,-,196,195,190,195,191.91,351,196,"67,361",13,-1.00,5.00,-0.51,2.63,1.58,0.00,0.00
19,CIT,-,3661,3685,3661,3661,"3,670.84","1,480",3661,"5,432,850",17,0.00,24.00,0.00,0.66,-0.27,0.00,0.00
20,CLBSL,-,1200,1224,1208,1210,"1,210.19","1,597",1200,"1,932,670",6,10.00,16.00,0.83,1.32,-0.02,0.00,0.00
21,CZBIL,-,300,300,297,298,298.33,"8,941",300,"2,667,354",35,-2.00,3.00,-0.67,1.01,-0.11,0.00,0.00
22,DBBL,-,254,255,250,253,251.72,"4,474",254,"1,126,189",21,-1.00,5.00,-0.39,2.00,0.51,0.00,0.00
23,DDBL,-,1218,1209,1200,1209,"1,203.03",426,1218,"512,490",9,-9.00,9.00,-0.74,0.75,0.49,0.00,0.00
24,DHPL,-,159,156,156,156,156.00,11,159,"1,716",1,-3.00,0.00,-1.89,0.00,0.00,0.00,0.00
25,EBL,-,1208,1231,1191,1200,"1,198.70","6,353",1208,"7,615,368",77,-8.00,40.00,-0.66,3.36,0.11,0.00,0.00
26,EDBL,-,490,489,485,489,486.66,770,490,"374,730",6,-1.00,4.00,-0.20,0.82,0.48,0.00,0.00
27,EIC,-,2635,2635,2635,2635,"2,635.00",10,2635,"26,350",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28,FMDBL,-,834,832,823,823,827.56,"1,877",834,"1,553,329",17,-11.00,9.00,-1.32,1.09,-0.55,0.00,0.00
29,FOWAD,-,3500,3500,3465,3480,"3,473.93","2,753",3500,"9,563,717",60,-20.00,35.00,-0.57,1.01,0.17,0.00,0.00
30,GBBL,-,251,253,250,250,252.05,"1,950",251,"491,507",15,-1.00,3.00,-0.40,1.20,-0.82,0.00,0.00
31,GBIME,-,336,338,330,330,332.69,"18,935",336,"6,299,530",69,-6.00,8.00,-1.79,2.42,-0.82,0.00,0.00
32,NGBBL,-,704,705,677,703,701.08,"3,240",704,"2,271,500",52,-1.00,28.00,-0.14,4.14,0.27,0.00,0.00
33,GDBL,-,353,358,353,356,355.39,"3,056",353,"1,086,057",17,3.00,5.00,0.85,1.42,0.17,0.00,0.00
34,GFCL,-,185,185,182,185,182.15,200,185,"36,430",3,0.00,3.00,0.00,1.65,1.54,0.00,0.00
35,RMFL,-,1969,1930,1930,1930,"1,930.00",10,1969,"19,300",1,-39.00,0.00,-1.98,0.00,0.00,0.00,0.00
36,GIMES1,-,9.95,9.95,9.95,9.95,9.95,"4,000",9.95,"39,800",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37,GLICL,-,1025,1025,986,986,"1,008.86","2,971",1025,"2,997,328",20,-39.00,39.00,-3.80,3.96,-2.32,0.00,0.00
38,GMFIL,-,206,202,198,200,200.92,222,206,"44,604",3,-6.00,4.00,-2.91,2.02,-0.46,0.00,0.00
39,GRDBL,-,531,521,511,512,516.18,305,531,"157,435",8,-19.00,10.00,-3.58,1.96,-0.82,0.00,0.00
40,GUFL,-,181,190,182,189,185.86,"7,263",181,"1,349,910",24,8.00,8.00,4.42,4.40,1.66,0.00,0.00
41,HAMRO,-,195,198,198,198,198.00,40,195,"7,920",3,3.00,0.00,1.54,0.00,0.00,0.00,0.00
42,HBL,-,860,870,851,857,860.34,"1,559",860,"1,341,268",19,-3.00,19.00,-0.35,2.23,-0.39,0.00,0.00
43,HGI,-,720,724,716,722,719.53,940,720,"676,360",14,2.00,8.00,0.28,1.12,0.34,0.00,0.00
44,HIDCL,-,182,187,183,186,184.69,"25,164",182,"4,647,471",118,4.00,4.00,2.20,2.19,0.71,0.00,0.00
45,HPPL,-,365,366,360,363,365.25,"2,930",365,"1,070,170",42,-2.00,6.00,-0.55,1.67,-0.62,0.00,0.00
46,ICFC,-,234,230,230,230,230.00,782,234,"179,860",5,-4.00,0.00,-1.71,0.00,0.00,0.00,0.00
47,NBIL,-,1132,1130,1100,1112,"1,116.93","1,885",1132,"2,105,418",18,-20.00,30.00,-1.77,2.73,-0.44,0.00,0.00
48,JBBL,-,184,186,180,184,182.54,"3,504",184,"639,629",31,0.00,6.00,0.00,3.33,0.79,0.00,0.00
