S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,459,468,445,461,454.06,"22,562",459,"10,244,556",99,2.00,23.00,0.44,5.17,1.50,0.00,0.00
2,AHPC,-,290,290,275,275,282.31,"14,592",290,"4,119,452",42,-15.00,15.00,-5.17,5.45,-2.66,0.00,0.00
3,AKPL,-,445,455,434,444,442.91,"30,617",445,"13,560,470",388,-1.00,21.00,-0.22,4.84,0.25,0.00,0.00
4,ALICL,-,1585,1620,1571,1594,"1,592.10","3,109",1585,"4,949,843",15,9.00,49.00,0.57,3.12,0.12,0.00,0.00
5,API,-,557,569,557,560,564.12,"2,630",557,"1,483,628",45,3.00,12.00,0.54,2.15,-0.74,0.00,0.00
6,BARUN,-,275,270,265,270,265.82,220,275,"58,480",22,-5.00,5.00,-1.82,1.89,1.55,0.00,0.00
7,BHBL,-,312,312,300,300,304.06,650,312,"197,640",7,-12.00,12.00,-3.85,4.00,-1.35,0.00,0.00
8,BNT,-,4000,3920,3920,3920,"3,920.00",12,4000,"47,040",1,-80.00,0.00,-2.00,0.00,0.00,0.00,0.00
9,BOKL,-,510,512,500,510,504.65,"33,513",510,"16,912,286",114,0.00,12.00,0.00,2.40,1.05,0.00,0.00
10,BPCL,-,683,690,689,690,689.50,200,683,"137,900",2,7.00,1.00,1.02,0.15,0.07,0.00,0.00
11,CBBL,-,1600,1620,1580,1614,"1,604.99","12,210",1600,"19,596,926",78,14.00,40.00,0.88,2.53,0.56,0.00,0.00
12,CBL,-,267,282,260,271,268.77,"54,027",267,"14,521,043",116,4.00,22.00,1.50,8.46,0.82,0.00,0.00
13,CBLPO,-,135,137,133,135,134.84,"197,117",135,"26,579,179",21,0.00,4.00,0.00,3.01,0.12,0.00,0.00
14,CCBL,-,380,387,375,377,379.44,"13,814",380,"5,241,572",88,-3.00,12.00,-0.79,3.20,-0.65,0.00,0.00
15,CHCL,-,858,860,846,857,855.16,"2,708",858,"2,315,766",39,-1.00,14.00,-0.12,1.65,0.22,0.00,0.00
16,CIT,-,3975,4050,3896,3950,"3,976.92",247,3975,"982,300",10,-25.00,154.00,-0.63,3.95,-0.68,0.00,0.00
17,ILFCM,-,1360,1407,1333,1407,"1,367.91","3,450",1360,"4,719,290",67,47.00,74.00,3.46,5.55,2.78,0.00,0.00
18,CZBIL,-,405,416,400,405,407.89,"28,119",405,"11,469,379",111,0.00,16.00,0.00,4.00,-0.71,0.00,0.00
19,DBBL,-,276,285,270,278,277.30,"14,910",276,"4,134,511",44,2.00,15.00,0.72,5.56,0.25,0.00,0.00
20,DDBL,-,1505,1530,1469,1530,"1,498.63","3,179",1505,"4,764,145",33,25.00,61.00,1.66,4.15,2.05,0.00,0.00
21,DHPL,-,231,229,220,224,224.96,495,231,"111,353",46,-7.00,9.00,-3.03,4.09,-0.43,0.00,0.00
22,EBL,-,1851,1865,1819,1860,"1,846.21","5,178",1851,"9,559,694",39,9.00,46.00,0.49,2.53,0.74,0.00,0.00
23,EDBL,-,646,640,640,640,640.00,"1,000",646,"640,000",5,-6.00,0.00,-0.93,0.00,0.00,0.00,0.00
24,EIC,-,2255,2290,2260,2276,"2,273.00","2,703",2255,"6,143,912",19,21.00,30.00,0.93,1.33,0.13,0.00,0.00
25,FMDBL,-,1061,1108,1065,1085,"1,084.18","5,762",1061,"6,247,025",56,24.00,43.00,2.26,4.04,0.08,0.00,0.00
26,GBBL,-,323,329,320,328,322.62,"9,104",323,"2,937,130",41,5.00,9.00,1.55,2.81,1.64,0.00,0.00
27,GBIME,-,414,417,404,412,409.79,"20,835",414,"8,537,913",66,-2.00,13.00,-0.48,3.22,0.54,0.00,0.00
28,NGBBL,-,840,862,833,840,847.57,"2,893",840,"2,452,030",14,0.00,29.00,0.00,3.48,-0.90,0.00,0.00
29,GFCL,-,345,346,340,345,341.92,650,345,"222,250",6,0.00,6.00,0.00,1.76,0.89,0.00,0.00
30,RMFL,-,2580,2650,2550,2650,"2,611.93","1,455",2580,"3,800,364",51,70.00,100.00,2.71,3.92,1.44,0.00,0.00
31,GLICL,-,1282,1285,1260,1280,"1,269.54","12,533",1282,"15,911,192",73,-2.00,25.00,-0.16,1.98,0.82,0.00,0.00
32,GMFIL,-,275,290,275,285,283.78,"6,011",275,"1,705,793",20,10.00,15.00,3.64,5.45,0.43,0.00,0.00
33,GRDBL,-,675,690,640,640,656.63,"2,016",675,"1,323,760",19,-35.00,50.00,-5.19,7.81,-2.60,0.00,0.00
34,GUFL,-,288,290,270,290,282.84,"75,539",288,"21,365,136",114,2.00,20.00,0.69,7.41,2.47,0.00,0.00
35,HAMRO,-,303,309,300,300,302.86,"1,628",303,"493,062",21,-3.00,9.00,-0.99,3.00,-0.95,0.00,0.00
36,ARUN,-,209,220,205,216,215.28,"1,910",209,"411,180",17,7.00,15.00,3.35,7.32,0.33,0.00,0.00
37,HBL,-,974,990,960,990,984.40,"1,215",974,"1,196,050",7,16.00,30.00,1.64,3.13,0.57,0.00,0.00
38,HGI,-,1640,1698,1608,1660,"1,662.59","13,549",1640,"22,526,402",105,20.00,90.00,1.22,5.60,-0.16,0.00,0.00
39,HIDCL,-,215,213,210,211,211.23,"5,402",215,"1,141,069",78,-4.00,3.00,-1.86,1.43,-0.11,0.00,0.00
40,ICFC,-,331,337,326,334,330.17,"4,547",331,"1,501,262",28,3.00,11.00,0.91,3.37,1.15,0.00,0.00
