S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,444,455,439,450,443.94,"8,719",444,"3,870,695",79,6.00,16.00,1.35,3.64,1.35,0.00,0.00
2,AHPC,-,280,290,276,290,278.99,"6,640",280,"1,852,515",28,10.00,14.00,3.57,5.07,3.80,0.00,0.00
3,AKPL,-,460,469,451,460,457.30,"8,876",460,"4,058,962",228,0.00,18.00,0.00,3.99,0.59,0.00,0.00
4,ALICL,-,1475,1503,1452,1501,"1,468.29","4,552",1475,"6,683,635",44,26.00,51.00,1.76,3.51,2.18,0.00,0.00
5,API,-,557,582,554,570,560.34,839,557,"470,124",24,13.00,28.00,2.33,5.05,1.70,0.00,0.00
6,BARUN,-,280,285,275,280,278.93,140,280,"39,050",11,0.00,10.00,0.00,3.64,0.38,0.00,0.00
7,BHBL,-,290,312,294,312,300.29,"3,300",290,"990,960",11,22.00,18.00,7.59,6.12,3.75,0.00,0.00
8,BNT,-,6927,6800,6600,6600,"6,640.61","1,125",6927,"7,470,690",11,-327.00,200.00,-4.72,3.03,-0.62,0.00,0.00
9,BOKL,-,471,480,460,470,467.26,"61,568",471,"28,768,412",137,-1.00,20.00,-0.21,4.35,0.58,0.00,0.00
10,CBBL,-,1585,1619,1540,1590,"1,569.62","6,764",1585,"10,616,933",70,5.00,79.00,0.32,5.13,1.28,0.00,0.00
11,CBL,-,250,256,247,253,250.61,"20,620",250,"5,167,672",57,3.00,9.00,1.20,3.64,0.94,0.00,0.00
12,CCBL,-,377,387,375,387,378.16,"8,836",377,"3,341,378",72,10.00,12.00,2.65,3.20,2.29,0.00,0.00
13,CHCL,-,843,855,825,840,833.49,"5,724",843,"4,770,922",40,-3.00,30.00,-0.36,3.64,0.77,0.00,0.00
14,CIT,-,4190,4150,4111,4150,"4,140.35","2,444",4190,"10,119,025",22,-40.00,39.00,-0.95,0.95,0.23,0.00,0.00
15,CLBSL,-,1299,1350,1299,1350,"1,316.03",330,1299,"434,290",5,51.00,51.00,3.93,3.93,2.52,0.00,0.00
16,CZBIL,-,386,395,385,392,389.52,"10,160",386,"3,957,514",61,6.00,10.00,1.55,2.60,0.63,0.00,0.00
17,DBBL,-,269,275,263,270,267.23,"1,946",269,"520,039",15,1.00,12.00,0.37,4.56,1.02,0.00,0.00
18,DDBL,-,1390,1430,1355,1430,"1,386.97","1,619",1390,"2,245,510",22,40.00,75.00,2.88,5.54,3.01,0.00,0.00
19,DHPL,-,222,224,220,224,220.43,115,222,"25,350",11,2.00,4.00,0.90,1.82,1.59,0.00,0.00
20,EBL,-,1665,1700,1650,1690,"1,674.93","8,459",1665,"14,168,195",79,25.00,50.00,1.50,3.03,0.89,0.00,0.00
21,EDBL,-,625,625,620,620,623.33,300,625,"187,000",2,-5.00,5.00,-0.80,0.81,-0.54,0.00,0.00
22,EIC,-,2389,2390,2311,2375,"2,369.88","2,543",2389,"6,026,615",22,-14.00,79.00,-0.59,3.42,0.22,0.00,0.00
23,FMDBL,-,1005,1050,1000,1035,"1,030.56","1,739",1005,"1,792,137",20,30.00,50.00,2.99,5.00,0.43,0.00,0.00
24,GBBL,-,308,319,303,311,311.07,"5,380",308,"1,673,537",41,3.00,16.00,0.97,5.28,-0.02,0.00,0.00
25,GBIME,-,389,395,378,388,386.34,"24,636",389,"9,517,777",93,-1.00,17.00,-0.26,4.50,0.43,0.00,0.00
26,NGBBL,-,781,800,766,799,786.25,"3,210",781,"2,523,860",17,18.00,34.00,2.30,4.44,1.60,0.00,0.00
27,GFCL,-,315,318,312,318,312.23,260,315,"81,180",4,3.00,6.00,0.95,1.92,1.81,0.00,0.00
28,RMFL,-,2500,2622,2540,2622,"2,582.34",822,2500,"2,122,681",47,122.00,82.00,4.88,3.23,1.51,0.00,0.00
29,GIMES1,-,10.01,9.95,9.9,9.95,9.93,"20,000",10.01,"198,500",3,-0.06,0.05,-0.60,0.51,0.25,0.00,0.00
30,GLICL,-,1180,1208,1140,1199,"1,182.56","7,450",1180,"8,810,066",42,19.00,68.00,1.61,5.96,1.37,0.00,0.00
31,GLICLP,-,615,615,615,615,615.00,200,615,"123,000",2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
32,GMFIL,-,270,270,263,263,264.91,"1,254",270,"332,194",8,-7.00,7.00,-2.59,2.66,-0.73,0.00,0.00
33,GRDBL,-,620,682,610,682,668.52,"2,823",620,"1,887,233",79,62.00,72.00,10.00,11.80,1.98,0.00,0.00
34,GUFL,-,200,205,195,205,198.63,"3,711",200,"737,133",18,5.00,10.00,2.50,5.13,3.11,0.00,0.00
35,HAMRO,-,275,285,275,285,282.27,"1,100",275,"310,500",8,10.00,10.00,3.64,3.64,0.96,0.00,0.00
36,ARUN,-,196,202,197,202,198.13,150,196,"29,720",4,6.00,5.00,3.06,2.54,1.91,0.00,0.00
37,HBL,-,925,935,912,926,922.01,"4,144",925,"3,820,807",25,1.00,23.00,0.11,2.52,0.43,0.00,0.00
38,HDL,-,765,841,750,841,798.36,"1,735",765,"1,385,160",18,76.00,91.00,9.93,12.13,5.07,0.00,0.00
39,HGI,-,1720,1750,1686,1736,"1,720.52","14,486",1720,"24,923,505",103,16.00,64.00,0.93,3.80,0.89,0.00,0.00
40,HIDCL,-,206,210,204,207,206.35,"10,490",206,"2,164,635",100,1.00,6.00,0.49,2.94,0.31,0.00,0.00
41,ICFC,-,311,329,300,329,302.83,"3,900",311,"1,181,030",13,18.00,29.00,5.79,9.67,7.95,0.00,0.00
42,NBIL,-,1120,1175,1098,1163,"1,142.74","2,455",1120,"2,805,435",33,43.00,77.00,3.84,7.01,1.74,0.00,0.00
43,JBBL,-,225,233,227,232,229.72,"4,145",225,"952,210",23,7.00,6.00,3.11,2.64,0.98,0.00,0.00
44,JBNL,-,287,296,281,291,288.14,"18,720",287,"5,394,074",93,4.00,15.00,1.39,5.34,0.98,0.00,0.00
45,JEFL,-,280,280,280,280,280.00,270,280,"75,600",3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
46,JFL,-,260,257,252,257,253.79,800,260,"203,030",8,-3.00,5.00,-1.15,1.98,1.25,0.00,0.00
47,JSLBB,-,3100,3173,3050,3173,"3,149.54",442,3100,"1,392,098",18,73.00,123.00,2.35,4.03,0.74,0.00,0.00
