S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,415,425,415,423,419.37,"9,098",415,"3,815,462",59,8.00,10.00,1.93,2.41,0.86,0.00,0.00
2,AHPC,-,206,208,197,208,201.86,"4,680",206,"944,691",19,2.00,11.00,0.97,5.58,2.95,0.00,0.00
3,AKPL,-,326,330,324,327,327.51,"1,146",326,"375,325",44,1.00,6.00,0.31,1.85,-0.16,0.00,0.00
4,ALICL,-,1399,1407,1405,1407,"1,406.22",250,1399,"351,556",3,8.00,2.00,0.57,0.14,0.06,0.00,0.00
5,API,-,482,500,482,500,491.83,586,482,"288,213",48,18.00,18.00,3.73,3.73,1.63,0.00,0.00
6,BARUN,-,197,205,200,204,203.58,274,197,"55,782",8,7.00,5.00,3.55,2.50,0.20,0.00,0.00
7,BBC,-,2107,2070,2065,2070,"2,065.83",60,2107,"123,950",2,-37.00,5.00,-1.76,0.24,0.20,0.00,0.00
8,BFC,-,128,136,130,136,133.14,350,128,"46,600",4,8.00,6.00,6.25,4.62,2.10,0.00,0.00
9,BHBL,-,169,171,166,171,166.74,542,169,"90,372",8,2.00,5.00,1.18,3.01,2.49,0.00,0.00
10,BOKL,-,404,408,400,408,402.79,"25,785",404,"10,385,932",91,4.00,8.00,0.99,2.00,1.28,0.00,0.00
11,BOKLPO,-,270,270,270,270,270.00,"107,060",270,"28,906,200",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12,BPCL,-,610,625,610,625,613.71,210,610,"128,880",4,15.00,15.00,2.46,2.46,1.81,0.00,0.00
13,CBBL,-,1078,1098,1028,1071,"1,047.05","3,407",1078,"3,567,314",43,-7.00,70.00,-0.65,6.81,2.24,0.00,0.00
14,CBL,-,229,232,227,231,229.80,"14,653",229,"3,367,213",57,2.00,5.00,0.87,2.20,0.52,0.00,0.00
15,CBLPO,-,131,131,131,131,131.00,"2,008",131,"263,048",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16,CCBL,-,218,219,212,217,216.42,"32,892",218,"7,118,418",152,-1.00,7.00,-0.46,3.30,0.27,0.00,0.00
17,CFCL,-,192,196,193,195,194.63,"2,466",192,"479,948",15,3.00,3.00,1.56,1.55,0.19,0.00,0.00
18,CHCL,-,765,799,775,790,786.59,"13,861",765,"10,902,888",131,25.00,24.00,3.27,3.10,0.43,0.00,0.00
19,CHL,-,185,182,178,181,179.11,142,185,"25,434",7,-4.00,4.00,-2.16,2.25,1.04,0.00,0.00
20,CIT,-,3575,3590,3550,3590,"3,576.53","1,195",3575,"4,273,950",14,15.00,40.00,0.42,1.13,0.38,0.00,0.00
21,CZBIL,-,290,294,287,294,291.24,"8,471",290,"2,467,127",59,4.00,7.00,1.38,2.44,0.94,0.00,0.00
22,DBBL,-,202,198,194,197,195.68,"6,072",202,"1,188,176",21,-5.00,4.00,-2.48,2.06,0.67,0.00,0.00
23,DDBL,-,1115,1122,1100,1114,"1,106.94",883,1115,"977,426",10,-1.00,22.00,-0.09,2.00,0.63,0.00,0.00
24,DHPL,-,144,145,142,145,143.23,43,144,"6,159",4,1.00,3.00,0.69,2.11,1.22,0.00,0.00
25,EBL,-,1105,1120,1097,1118,"1,109.88","7,883",1105,"8,749,152",80,13.00,23.00,1.18,2.10,0.73,0.00,0.00
26,EDBL,-,477,492,477,492,482.42,"4,764",477,"2,298,236",40,15.00,15.00,3.14,3.14,1.95,0.00,0.00
27,FMDBL,-,814,816,800,816,811.74,"1,624",814,"1,318,273",18,2.00,16.00,0.25,2.00,0.52,0.00,0.00
28,FOWAD,-,3350,3390,3315,3371,"3,368.34","1,150",3350,"3,873,590",28,21.00,75.00,0.63,2.26,0.08,0.00,0.00
29,GBBL,-,239,248,233,248,238.45,"4,323",239,"1,030,800",27,9.00,15.00,3.77,6.44,3.85,0.00,0.00
30,GBIME,-,314,320,313,317,314.72,"11,164",314,"3,513,584",57,3.00,7.00,0.96,2.24,0.72,0.00,0.00
31,NGBBL,-,638,656,630,656,633.95,"6,980",638,"4,424,950",336,18.00,26.00,2.82,4.13,3.36,0.00,0.00
