S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,355,355,350,353,351.81,"11,851",357,"4,169,346",43,-4.00,5.00,-1.12,1.43,0.34,451.00,283.00
2,AHPC,-,128,128,126,127,127.04,"17,095",130,"2,171,813",20,-3.00,2.00,-2.31,1.59,-0.03,217.00,125.00
3,AKPL,-,232,236,232,234,234.74,"1,233",235,"289,435",22,-1.00,4.00,-0.43,1.72,-0.32,379.00,212.00
4,ALICL,-,570,575,568,568,569.87,"1,384",575,"788,705",19,-7.00,7.00,-1.22,1.23,-0.33,"1,520.00",529.00
5,AMFI,-,870,870,835,839,842.07,870,860,"732,600",49,-21.00,35.00,-2.44,4.19,-0.37,"1,000.00",255.00
6,API,-,224,224,214,215,217.99,"7,115",224,"1,550,964",40,-9.00,10.00,-4.02,4.67,-1.39,555.00,214.00
7,BARUN,-,117,120,117,120,117.80,50,117,"5,890",5,3.00,3.00,2.56,2.56,1.83,214.00,117.00
8,BFC,-,97,99,97,99,98.00,"2,170",97,"212,660",4,2.00,2.00,2.06,2.06,1.01,144.00,97.00
9,BHBL,-,148,148,148,148,148.00,450,148,"66,600",1,0.00,0.00,0.00,0.00,0.00,282.00,120.00
10,BNT,-,6884,6884,6884,6884,"6,884.00",10,6884,"68,840",1,0.00,0.00,0.00,0.00,0.00,"8,287.00","5,243.00"
11,BOKL,-,328,329,319,320,321.47,"15,715",328,"5,051,927",80,-8.00,10.00,-2.44,3.13,-0.46,445.00,250.00
12,BPCL,-,470,473,461,473,468.24,"19,142",470,"8,962,970",123,3.00,12.00,0.64,2.60,1.01,783.00,420.00
13,CBBL,-,885,885,864,872,874.25,"2,964",885,"2,591,289",36,-13.00,21.00,-1.47,2.43,-0.26,"1,173.00",733.00
14,CBL,-,171,173,169,170,170.05,"49,644",173,"8,441,777",133,-3.00,4.00,-1.73,2.37,-0.03,245.00,136.00
15,CCBL,-,189,190,187,188,187.72,"18,184",192,"3,413,560",80,-4.00,3.00,-2.08,1.60,0.15,230.00,155.00
16,CEFL,-,105,105,105,105,105.00,200,106,"21,000",1,-1.00,0.00,-0.94,0.00,0.00,206.00,100.00
17,CEFLPO,-,101,101,101,101,101.00,"43,000",101,"4,343,000",2,0.00,0.00,0.00,0.00,0.00,101.00,100.00
18,CFCL,-,125,125,124,125,124.82,"1,349",124,"168,378",7,1.00,1.00,0.81,0.81,0.15,197.00,110.00
19,CHCL,-,718,718,711,715,715.04,"7,849",719,"5,612,312",41,-4.00,7.00,-0.56,0.98,-0.00,975.00,661.00
