S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,340,340,326,329,329.34,"21,447",334,"7,063,344",57,-5.00,14.00,-1.50,4.29,-0.10,451.00,283.00
2,AHPC,-,111,112,108,112,109.79,"5,004",113,"549,372",20,-1.00,4.00,-0.88,3.70,1.98,217.00,108.00
3,AKPL,-,185,189,182,187,187.53,770,188,"144,396",22,-1.00,7.00,-0.53,3.85,-0.28,379.00,179.00
4,ALICL,-,470,470,454,454,460.62,"7,487",477,"3,448,686",39,-23.00,16.00,-4.82,3.52,-1.46,"1,512.00",454.00
5,AMFI,-,600,605,590,601,598.57,610,608,"365,130",33,-7.00,15.00,-1.15,2.54,0.40,"1,000.00",255.00
6,API,-,145,147,141,141,143.43,"8,234",147,"1,180,980",31,-6.00,6.00,-4.08,4.26,-1.72,494.00,133.00
7,BARUN,-,106,106,106,106,106.00,42,108,"4,452",1,-2.00,0.00,-1.85,0.00,0.00,213.00,106.00
8,BHBL,-,129,131,129,129,129.86,"2,325",131,"301,925",5,-2.00,2.00,-1.53,1.55,-0.67,191.00,120.00
9,BNT,-,6550,6550,6419,6419,"6,434.33",90,6615,"579,090",5,-196.00,131.00,-2.96,2.04,-0.24,"8,287.00","5,243.00"
10,BOKL,-,302,305,301,301,302.92,"17,622",308,"5,338,056",55,-7.00,4.00,-2.27,1.33,-0.64,433.00,250.00
11,BPCL,-,439,439,425,426,429.83,"1,010",434,"434,130",61,-8.00,14.00,-1.84,3.29,-0.90,783.00,420.00
12,CBBL,-,835,840,827,827,831.83,729,841,"606,407",13,-14.00,13.00,-1.66,1.57,-0.58,"1,173.00",733.00
13,CBL,-,163,163,156,157,157.42,"36,289",162,"5,712,501",64,-5.00,7.00,-3.09,4.49,-0.27,200.00,136.00
14,CCBL,-,171,173,169,170,170.63,"19,805",174,"3,379,393",82,-4.00,4.00,-2.30,2.37,-0.37,222.00,155.00
