S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,330,335,321,331,329.17,"22,167",325,"7,296,728",103,6.00,14.00,1.85,4.36,0.55,511.00,283.00
2,AHPC,-,157,161,149,159,155.04,"16,913",158,"2,622,245",61,1.00,12.00,0.63,8.05,2.49,318.00,147.00
3,AKPL,-,240,248,236,238,240.85,"1,888",236,"454,722",22,2.00,12.00,0.85,5.08,-1.20,503.00,212.00
4,ALICL,-,632,650,600,650,634.52,"8,414",620,"5,338,842",57,30.00,50.00,4.84,8.33,2.38,"1,723.00",520.00
5,API,-,279,285,273,276,276.99,"4,628",274,"1,281,926",34,2.00,12.00,0.73,4.40,-0.36,683.00,246.00
6,BARUN,-,185,185,182,182,184.14,70,182,"12,890",3,0.00,3.00,0.00,1.65,-1.18,318.00,162.00
7,BBC,-,1795,1795,1760,1760,"1,777.50",100,1760,"177,750",2,0.00,35.00,0.00,1.99,-0.99,"3,030.00","1,687.00"
8,BFC,-,116,116,116,116,116.00,220,118,"25,520",1,-2.00,0.00,-1.69,0.00,0.00,430.00,80.00
9,BHBL,-,140,144,140,142,142.56,910,138,"129,730",8,4.00,4.00,2.90,2.86,-0.39,384.00,135.00
10,BNT,-,5610,5836,5610,5720,"5,744.80",50,5500,"287,240",5,220.00,226.00,4.00,4.03,-0.43,"8,287.00","3,382.00"
11,BOKL,-,327,330,320,325,326.42,"18,275",321,"5,965,287",96,4.00,10.00,1.25,3.13,-0.44,563.00,294.00
12,BPCL,-,480,500,480,488,492.80,"21,594",471,"10,641,602",74,17.00,20.00,3.61,4.17,-0.98,783.00,420.00
13,CBBL,-,840,854,824,850,842.36,"6,835",830,"5,757,559",56,20.00,30.00,2.41,3.64,0.90,"1,780.00",733.00
14,CBL,-,150,152,147,152,149.93,"33,501",149,"5,022,728",123,3.00,5.00,2.01,3.40,1.36,300.00,136.00
15,CCBL,-,174,176,172,174,173.92,"21,036",173,"3,658,618",133,1.00,4.00,0.58,2.33,0.04,417.00,155.00
16,CFCL,-,121,121,119,121,120.11,"1,580",119,"189,780",11,2.00,2.00,1.68,1.68,0.73,216.00,114.00
17,CHCL,-,740,748,725,747,737.75,"10,117",727,"7,463,851",97,20.00,23.00,2.75,3.17,1.24,975.00,649.00
18,CHL,-,153,160,153,160,158.32,275,152,"43,537",7,8.00,7.00,5.26,4.58,1.05,355.00,145.00
19,CIT,-,2253,2389,2298,2340,"2,331.42","2,606",2253,"6,075,676",70,87.00,91.00,3.86,3.96,0.37,"4,857.00","2,530.00"
20,CLBSL,-,650,704,640,690,669.21,305,660,"204,110",12,30.00,64.00,4.55,10.00,3.01,"1,448.00",613.00
21,CORBL,-,135,135,133,133,134.00,200,137,"26,800",3,-4.00,2.00,-2.92,1.50,-0.75,150.00,127.00
22,CZBIL,-,255,262,255,258,257.17,"38,753",255,"9,965,961",104,3.00,7.00,1.18,2.75,0.32,451.00,236.00
23,DBBL,-,143,144,138,141,140.13,"18,663",141,"2,615,336",60,0.00,6.00,0.00,4.35,0.61,304.00,131.00
24,DDBL,-,714,719,700,711,710.28,"2,893",700,"2,054,845",53,11.00,19.00,1.57,2.71,0.10,"1,700.00",605.00
25,DHPL,-,131,131,131,131,131.00,10,129,"1,310",1,2.00,0.00,1.55,0.00,0.00,271.00,120.00
26,EBL,-,745,763,745,763,756.11,"17,683",740,"13,370,282",184,23.00,18.00,3.11,2.42,0.90,"2,142.00",650.00
27,EDBL,-,330,337,330,335,334.02,"4,817",335,"1,608,965",21,0.00,7.00,0.00,2.12,0.29,750.00,320.00
28,EIC,-,1320,1359,1300,1325,"1,331.18","2,615",1315,"3,481,042",60,10.00,59.00,0.76,4.54,-0.47,"3,199.00","1,171.00"
29,FMDBL,-,499,513,492,509,506.03,"10,912",499,"5,521,764",105,10.00,21.00,2.00,4.27,0.58,"1,508.00",450.00
30,FOWAD,-,1711,1800,1711,1764,"1,752.55","3,107",1709,"5,445,181",59,55.00,89.00,3.22,5.20,0.65,"4,140.00","1,051.00"
31,GBBL,-,186,187,180,187,184.21,"13,460",183,"2,479,477",61,4.00,7.00,2.19,3.89,1.49,515.00,169.00
32,GBIME,-,312,312,302,308,307.79,"43,893",306,"13,509,906",143,2.00,10.00,0.65,3.31,0.07,450.00,285.00
33,NGBBL,-,493,515,476,510,502.55,"12,275",492,"6,168,750",129,18.00,39.00,3.66,8.19,1.46,"1,050.00",416.00
34,GDBL,-,226,236,223,232,229.90,"6,432",225,"1,478,698",31,7.00,13.00,3.11,5.83,0.91,517.00,209.00
35,GFCL,-,134,136,131,133,133.60,"1,110",132,"148,300",10,1.00,5.00,0.76,3.82,-0.45,367.00,118.00
36,GILB,-,1009,1048,1008,1028,"1,023.42",293,1028,"299,863",10,0.00,40.00,0.00,3.97,0.45,"2,790.00",951.00
37,GIMES1,-,8.95,8.98,8.95,8.98,8.96,"8,000",8.8,"71,680",3,0.18,0.03,2.05,0.34,0.22,10.30,8.80
38,GLICL,-,719,743,701,739,732.07,"4,911",719,"3,595,197",68,20.00,42.00,2.78,5.99,0.94,"1,400.00",598.00
39,GMFIL,-,151,151,146,146,147.97,"2,134",154,"315,764",12,-8.00,5.00,-5.19,3.42,-1.35,300.00,146.00
40,GRDBL,-,168,171,168,171,170.14,210,165,"35,730",6,6.00,3.00,3.64,1.79,0.50,822.00,159.00
41,GUFL,-,122,126,120,124,123.12,"2,679",120,"329,850",16,4.00,6.00,3.33,5.00,0.71,306.00,30.00
42,HAMRO,-,144,146,142,146,142.86,714,146,"102,004",5,0.00,4.00,0.00,2.82,2.15,657.00,133.00
43,HATH,-,137,141,135,139,137.44,"1,312",135,"180,320",9,4.00,6.00,2.96,4.44,1.12,226.00,130.00
44,HBL,-,600,600,594,597,595.44,"1,070",590,"637,120",16,7.00,6.00,1.19,1.01,0.26,"1,064.00",560.00
45,HDL,-,988,1007,988,1007,990.94,630,970,"624,290",5,37.00,19.00,3.81,1.92,1.60,"2,246.00",538.00
46,HGI,-,417,419,402,418,413.18,"14,805",409,"6,117,083",105,9.00,17.00,2.20,4.23,1.15,"1,804.00",350.00
