S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,333,340,333,340,336.49,"9,661",334,"3,250,843",63,6.00,7.00,1.80,2.10,1.03,459.00,283.00
2,AHPC,-,129,130,127,130,128.16,"4,319",130,"553,506",9,0.00,3.00,0.00,2.36,1.42,225.00,127.00
3,AKPL,-,238,242,235,240,240.58,"1,100",242,"264,633",18,-2.00,7.00,-0.83,2.98,-0.24,379.00,212.00
4,ALICL,-,595,602,595,595,598.12,729,595,"436,030",9,0.00,7.00,0.00,1.18,-0.52,"1,577.00",520.00
5,AMFI,-,855,855,839,840,841.27,"1,007",861,"847,160",42,-21.00,16.00,-2.44,1.91,-0.15,"1,400.00",246.00
6,API,-,252,260,252,256,255.32,"3,028",253,"773,101",22,3.00,8.00,1.19,3.17,0.27,618.00,246.00
7,BARUN,-,130,132,130,132,131.13,92,132,"12,064",5,0.00,2.00,0.00,1.54,0.66,245.00,126.00
8,BFC,-,99,99,99,99,99.00,10,98,990,1,1.00,0.00,1.02,0.00,0.00,170.00,98.00
9,BHBL,-,122,126,120,126,121.79,"3,180",120,"387,280",11,6.00,6.00,5.00,5.00,3.34,285.00,120.00
10,BNT,-,6155,6200,6131,6200,"6,155.30",100,6211,"615,530",4,-11.00,69.00,-0.18,1.13,0.72,"8,287.00","5,243.00"
11,BOKL,-,294,298,289,297,293.99,"13,889",289,"4,083,246",54,8.00,9.00,2.77,3.11,1.01,458.00,250.00
12,BPCL,-,431,438,431,437,434.34,"1,002",434,"435,210",50,3.00,7.00,0.69,1.62,0.61,783.00,420.00
13,CBBL,-,895,903,890,890,894.00,"3,965",890,"3,544,720",38,0.00,13.00,0.00,1.46,-0.45,"1,700.00",733.00
14,CBL,-,148,150,148,150,149.57,"34,398",148,"5,145,038",45,2.00,2.00,1.35,1.35,0.28,250.00,136.00
15,CCBL,-,168,172,168,170,170.40,"13,124",169,"2,236,304",50,1.00,4.00,0.59,2.38,-0.23,234.00,155.00
16,CEFL,-,112,112,112,112,112.00,15,110,"1,680",1,2.00,0.00,1.82,0.00,0.00,227.00,101.00
17,CFCL,-,115,117,115,117,116.06,"1,202",117,"139,506",7,0.00,2.00,0.00,1.74,0.80,198.00,110.00
18,CHCL,-,711,720,711,713,715.79,"2,143",711,"1,533,936",25,2.00,9.00,0.28,1.27,-0.39,975.00,543.74
19,CHL,-,120,120,120,120,120.00,47,120,"5,640",3,0.00,0.00,0.00,0.00,0.00,213.00,115.00
20,CIT,-,2410,2410,2400,2401,"2,403.42",310,2400,"745,060",11,1.00,10.00,0.04,0.42,-0.10,"3,820.00","2,298.00"
21,CLBSL,-,650,655,640,655,649.38,80,652,"51,950",4,3.00,15.00,0.46,2.34,0.86,"1,350.00",613.00
22,CORBL,-,100,100,100,100,100.00,50,100,"5,000",1,0.00,0.00,0.00,0.00,0.00,150.00,100.00
23,CZBIL,-,234,240,232,236,235.40,"11,779",235,"2,772,744",53,1.00,8.00,0.43,3.45,0.26,322.00,222.00
24,DBBL,-,127,129,127,127,128.30,"3,174",127,"407,224",17,0.00,2.00,0.00,1.57,-1.02,265.00,124.00
25,DDBL,-,635,645,630,640,637.13,"3,149",644,"2,006,331",30,-4.00,15.00,-0.62,2.38,0.45,"1,385.00",605.00
