S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,337,340,335,340,338.35,"11,065",337,"3,743,869",56,3.00,5.00,0.89,1.49,0.48,472.00,283.00
2,AHPC,-,171,172,163,168,166.13,"7,212",168,"1,198,123",18,0.00,9.00,0.00,5.52,1.11,300.00,147.00
3,AKPL,-,310,316,304,304,307.14,628,305,"192,882",28,-1.00,12.00,-0.33,3.95,-1.03,463.00,212.00
4,ALICL,-,775,800,775,780,785.50,"1,778",775,"1,396,614",17,5.00,25.00,0.65,3.23,-0.70,"1,723.00",520.00
5,API,-,321,330,321,323,325.64,"3,923",321,"1,277,499",20,2.00,9.00,0.62,2.80,-0.82,683.00,246.00
6,BARUN,-,165,165,165,165,165.00,50,163,"8,250",3,2.00,0.00,1.23,0.00,0.00,296.00,155.00
7,BBC,-,1800,1800,1764,1764,"1,777.09",110,1820,"195,480",4,-56.00,36.00,-3.08,2.04,-0.74,"3,030.00","1,680.00"
8,BFC,-,126,126,126,126,126.00,"5,000",128,"630,000",1,-2.00,0.00,-1.56,0.00,0.00,430.00,80.00
9,BHBL,-,144,144,140,140,142.57,"1,596",142,"227,540",3,-2.00,4.00,-1.41,2.86,-1.83,320.00,135.00
10,BNT,-,6201,6201,6169,6169,"6,194.20",250,6294,"1,548,550",4,-125.00,32.00,-1.99,0.52,-0.41,"8,287.00","5,336.00"
11,BOKL,-,331,335,326,328,328.82,"3,710",325,"1,219,940",22,3.00,9.00,0.92,2.76,-0.25,503.00,294.00
12,BPCL,-,465,475,462,468,469.65,"9,060",465,"4,255,010",101,3.00,13.00,0.65,2.81,-0.35,783.00,420.00
13,CBBL,-,1010,1020,988,990,999.03,"2,778",1000,"2,775,310",17,-10.00,32.00,-1.00,3.24,-0.91,"1,752.00",733.00
14,CBL,-,170,170,164,167,166.63,"18,754",168,"3,124,993",49,-1.00,6.00,-0.60,3.66,0.22,272.00,136.00
15,CCBL,-,188,189,183,183,185.71,"13,208",185,"2,452,914",64,-2.00,6.00,-1.08,3.28,-1.48,394.00,155.00
16,CEFL,-,195,201,193,193,196.43,140,192,"27,500",7,1.00,8.00,0.52,4.15,-1.78,290.00,98.00
17,CFCL,-,120,120,118,120,119.81,775,120,"92,850",3,0.00,2.00,0.00,1.69,0.16,216.00,114.00
18,CHCL,-,826,850,826,833,836.70,"9,714",839,"8,127,693",52,-6.00,24.00,-0.72,2.91,-0.44,975.00,543.74
19,CHL,-,148,148,148,148,148.00,10,149,"1,480",1,-1.00,0.00,-0.67,0.00,0.00,355.00,143.00
20,CIT,-,2720,2745,2720,2728,"2,737.35",614,2735,"1,680,730",9,-7.00,25.00,-0.26,0.92,-0.34,"4,857.00","2,298.00"
21,CLBSL,-,831,831,801,831,811.68,185,815,"150,160",9,16.00,30.00,1.96,3.75,2.33,"1,414.00",613.00
22,CORBL,-,113,115,113,115,113.93,150,114,"17,090",4,1.00,2.00,0.88,1.77,0.93,150.00,112.00
23,CZBIL,-,260,267,260,262,262.15,"5,911",264,"1,549,562",36,-2.00,7.00,-0.76,2.69,-0.06,412.00,236.00
24,DBBL,-,144,144,141,141,142.05,"8,472",142,"1,203,408",10,-1.00,3.00,-0.70,2.13,-0.74,281.00,131.00
25,DDBL,-,845,867,839,847,849.65,"4,327",840,"3,676,454",37,7.00,28.00,0.83,3.34,-0.31,"1,550.00",605.00
26,DHPL,-,115,118,115,117,117.01,103,115,"12,052",6,2.00,3.00,1.74,2.61,-0.01,232.00,112.00
27,EBL,-,730,750,729,732,736.18,"6,601",736,"4,859,497",65,-4.00,21.00,-0.54,2.88,-0.57,"1,800.00",650.00
28,EDBL,-,345,351,339,339,343.43,515,349,"176,865",4,-10.00,12.00,-2.87,3.54,-1.31,750.00,320.00
29,EIC,-,1568,1652,1558,1572,"1,582.62","1,289",1558,"2,039,992",22,14.00,94.00,0.90,6.03,-0.68,"3,199.00","1,171.00"
30,FMDBL,-,600,624,594,605,607.73,"12,327",606,"7,491,513",49,-1.00,30.00,-0.17,5.05,-0.45,"1,200.00",450.00
31,FOWAD,-,2425,2487,2378,2404,"2,407.87","2,660",2450,"6,404,921",35,-46.00,109.00,-1.88,4.58,-0.16,"4,140.00","1,103.00"
32,GBBL,-,197,197,190,194,191.10,"16,793",195,"3,209,078",16,-1.00,7.00,-0.51,3.68,1.50,322.00,169.00
33,GBIME,-,306,314,306,308,308.84,"6,429",306,"1,985,505",32,2.00,8.00,0.65,2.61,-0.27,411.00,285.00
34,GBIMEP,-,176,176,176,176,176.00,"6,115",176,"1,076,240",1,0.00,0.00,0.00,0.00,0.00,179.00,176.00
35,GBLBS,-,625,646,625,632,639.47,"5,305",634,"3,392,378",56,-2.00,21.00,-0.32,3.36,-1.18,"1,050.00",416.00
36,GDBL,-,213,215,207,209,210.10,"4,140",213,"869,799",23,-4.00,8.00,-1.88,3.86,-0.52,517.00,200.00
37,GFCL,-,125,127,125,127,125.50,202,127,"25,350",2,0.00,2.00,0.00,1.60,1.19,336.00,118.00
38,GILB,-,1323,1400,1323,1348,"1,368.46",447,1345,"611,700",18,3.00,77.00,0.22,5.82,-1.52,"2,790.00",951.00
39,GIMES1,-,8.44,8.44,8.44,8.44,8.44,"1,000",8.6,"8,440",1,-0.16,0.00,-1.86,0.00,0.00,10.30,8.45
40,GLICL,-,990,1009,981,985,995.29,"3,756",1000,"3,738,304",37,-15.00,28.00,-1.50,2.85,-1.04,"1,300.00",598.00
41,GUFL,-,114,115,113,115,114.03,"2,104",116,"239,924",6,-1.00,2.00,-0.86,1.77,0.84,213.00,111.00
42,HAMRO,-,144,144,142,143,142.69,"1,600",142,"228,300",3,1.00,2.00,0.70,1.41,0.22,302.00,133.00
43,HATH,-,142,142,142,142,142.00,130,144,"18,460",1,-2.00,0.00,-1.39,0.00,0.00,226.00,130.00
44,HBL,-,603,603,595,603,599.38,630,603,"377,610",7,0.00,8.00,0.00,1.34,0.60,960.00,560.00
45,HDL,-,1327,1380,1327,1353,"1,359.16",370,1354,"502,890",8,-1.00,53.00,-0.07,3.99,-0.46,"2,246.00",731.00
46,HGI,-,500,525,499,506,513.05,"10,750",509,"5,515,255",74,-3.00,26.00,-0.59,5.21,-1.39,"1,770.00",350.00
47,HIDCL,-,163,167,163,167,165.75,"2,459",165,"407,590",27,2.00,4.00,1.21,2.45,0.75,217.00,134.00
